Target_Ticker,Candidate_Ticker,Candidate_Name,Distance
AAL,UAL,"United Airlines Holdings, Inc. - Common Stock",1
AAL,AA,Alcoa Corporation Common Stock ,1
AAL,AAP,Advance Auto Parts Inc.,1
AAL,AFL,AFLAC Incorporated Common Stock,1
AAL,AGL,"agilon health, inc. Common Stock",1
AAL,AHL,Aspen Insurance Holdings Limited Class A Ordinary Shares,1
AAL,AL,Air Lease Corporation Class A Common Stock,1
AAL,ALL,Allstate Corporation (The) Common Stock,1
AAL,ARL,"American Realty Investors, Inc. Common Stock",1
AAL,AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),1
AAL,AXL,"American Axle & Manufacturing Holdings, Inc. Common Stock",1
AAL,CAL,"Caleres, Inc. Common Stock",1
AAL,DAL,"Delta Air Lines, Inc. Common Stock",1
AAL,GAL,State Street Global Allocation ETF,1
AAL,HAL,Halliburton Company Common Stock,1
AAL,RAL,Ralliant Corporation Common Stock,1
AAL,TAL,TAL Education Group American Depositary Shares,1
AAL,VAL,Valaris Limited Common Shares,1
AAL,WAL,Western Alliance Bancorporation Common Stock (DE),1
OPEN,OGEN,Oragenics Inc. Common Stock,1
OPEN,PEN,"Penumbra, Inc. Common Stock",1
TSLS,SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",1
TSLS,TLS,Telos Corporation - Common Stock,1
TSLS,TPLS,Thornburg Core Plus Bond ETF,1
TSLS,TSLA,"Tesla, Inc.  - Common Stock",1
TSLS,TGLS,Tecnoglass Inc. Ordinary Shares,1
TSLS,TSLX,"Sixth Street Specialty Lending, Inc. Common Stock",1
IBIT,IBIO,"iBio, Inc. - Common Stock",1
IBIT,ILIT,iShares Lithium Miners and Producers ETF,1
IBIT,XBIT,XBiotech Inc. - Common Stock,1
IBIT,BIT,BlackRock Multi-Sector Income Trust Common Shares of Beneficial Interest,1
IBIT,EBIT,Harbor AlphaEdge Small Cap Earners ETF,1
IBIT,SBIT,ProShares UltraShort Bitcoin ETF,1
IBIT,YBIT,YieldMax Bitcoin Option Income Strategy ETF,1
RIVN,FIVN,"Five9, Inc. - Common Stock",1
RIVN,LIVN,LivaNova PLC - Ordinary Shares,1
RIVN,DIVN,Horizon Dividend Income ETF,1
DUST,DTST,Data Storage Corporation - Common Stock,1
DUST,DUOT,"Duos Technologies Group, Inc. - Common Stock",1
DUST,DXST,Decent Holding Inc. - Class A Ordinary Shares,1
DUST,OUST,"Ouster, Inc. - Common Stock",1
DUST,AUST,Austin Gold Corp. Common Shares,1
DUST,DPST,Direxion Daily Regional Banks Bull 3X Shares,1
DUST,JUST,Goldman Sachs JUST U.S. Large Cap Equity ETF,1
DUST,MUST,Columbia Multi-Sector Municipal Income ETF,1
DUST,UST,ProShares Ultra 7-10 Year Treasury,1
BMNR,BANR,Banner Corporation - Common Stock,1
BMNR,BMR,Beamr Imaging Ltd. - Ordinary Share,1
BMNR,BMRN,BioMarin Pharmaceutical Inc. - Common Stock,1
BMNR,BNR,Burning Rock Biotech Limited - American Depositary Shares,1
BMNR,LMNR,Limoneira Co - Common Stock,1
BMNR,MNR,Mach Natural Resources LP Common Units representing Limited Partner Interests,1
QQQ,GQQQ,Astoria US Quality Growth Kings ETF,1
QQQ,IQQQ,ProShares Nasdaq-100 High Income ETF,1
QQQ,KQQQ,Kurv Technology Titans Select ETF,1
QQQ,MQQQ,Tradr 2X Long Innovation 100 Monthly ETF,1
QQQ,QXQ,SGI Enhanced Nasdaq-100 ETF,1
QQQ,YQQQ,YieldMax Short N100 Option Income Strategy ETF,1
QQQ,CQQQ,Invesco China Technology ETF,1
TRIB,TRIN,Trinity Capital Inc. - Common Stock,1
TRIB,TRIP,"TripAdvisor, Inc. - Common Stock",1
TRIB,TRMB,Trimble Inc. - Common Stock,1
NFLX,FLX,BingEx Limited - American Depositary Shares,1
NFLX,MFLX,First Trust Flexible Municipal High Income ETF,1
NFLX,OFLX,"Omega Flex, Inc. - Common Stock",1
NFLX,JFLX,JPMorgan Flexible Debt ETF,1
NFLX,XFLX,FundX Flexible ETF,1
CGC,BGC,"BGC Group, Inc. - Class A Common Stock",1
CGC,CAC,Camden National Corporation - Common Stock,1
CGC,CBC,"Central Bancompany, Inc. - Class A Common Stock",1
CGC,CCC,CCC Intelligent Solutions Holdings Inc. - Common Stock,1
CGC,CCG,Cheche Group Inc. - Class A Ordinary Shares,1
CGC,CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,1
CGC,CG,The Carlyle Group Inc. - Common Stock,1
CGC,PGC,Peapack-Gladstone Financial Corporation - Common Stock,1
CGC,RGC,Regencell Bioscience Holdings Limited - Ordinary Shares,1
CGC,SGC,"Superior Group of Companies, Inc. - Common Stock",1
CGC,CC,Chemours Company (The) Common Stock,1
CGC,CMC,Commercial Metals Company Common Stock,1
CGC,CNC,Centene Corporation Common Stock,1
CGC,CRC,California Resources Corporation Common Stock,1
CGC,GCC,WisdomTree EnhancedContinuous Commodity Index Fund,1
CGC,IGC,"IGC Pharma, Inc. Common Stock",1
CGC,KGC,Kinross Gold Corporation Common Stock,1
CGC,MGC,Vanguard Mega Cap ETF,1
PLTR,DLTR,"Dollar Tree, Inc. - Common Stock",1
PLTR,KLTR,"Kaltura, Inc. - Common Stock",1
PLTR,PLMR,"Palomar Holdings, Inc. - Common stock",1
PLTR,PLTK,Playtika Holding Corp. - Common Stock,1
PLTR,PLUR,Pluri Inc. - Common Stock,1
PLTR,PMTR,Perimeter Acquisition Corp. I - Class A Ordinary Shares,1
PLTR,PSTR,PeakShares Sector Rotation ETF,1
PLTR,FLTR,VanEck IG Floating Rate ETF,1
PLTR,GLTR,abrdn Physical Precious Metals Basket Shares ETF,1
AMZN,ALZN,"Alzamend Neuro, Inc. - Common Stock",1
AMZN,AMGN,Amgen Inc. - Common Stock,1
AMZN,AZN,AstraZeneca PLC - American Depositary Shares,1
AMZN,AIZN,"Assurant, Inc. 5.25% Subordinated Notes due 2061",1
AMZN,AMN,AMN Healthcare Services Inc,1
AMZN,AMZE,"Amaze Holdings, Inc. Common Stock",1
RGTI,RGTIW,"Rigetti Computing, Inc.  - Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",1
RGTI,RMTI,"Rockwell Medical, Inc. - Common Stock",1
NVD,NVDA,NVIDIA Corporation - Common Stock,1
NVD,AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),1
NVD,FVD,First Trust VL Dividend,1
NVD,NAD,Nuveen Quality Municipal Income Fund Common Stock,1
NVD,NGD,New Gold Inc.,1
NVD,NVO,Novo Nordisk A/S Common Stock,1
NVD,NVR,"NVR, Inc. Common Stock",1
NVD,NVS,Novartis AG Common Stock,1
HIHO,HIPO,Hippo Holdings Inc. Common Stock,1
BITO,BITF,Bitfarms Ltd. - Common Stock,1
BITO,IBTO,iShares iBonds Dec 2033 Term Treasury ETF,1
BITO,NITO,"N2OFF, Inc. - Common Stock",1
BITO,BIO,"Bio-Rad Laboratories, Inc. Class A Common Stock",1
BITO,BTO,John Hancock Financial Opportunities Fund Common Stock,1
MARA,MAMA,"Mama's Creations, Inc. - Common Stock",1
MARA,MAR,Marriott International - Class A Common Stock,1
MARA,MIRA,"MIRA Pharmaceuticals, Inc. - Common Stock",1
MARA,TARA,"Protara Therapeutics, Inc.  - Common Stock",1
MARA,GARA,Guinness Atkinson Real Assets Income ETF,1
MARA,MAA,"Mid-America Apartment Communities, Inc. Common Stock",1
MARA,MAIA,"MAIA Biotechnology, Inc. Common Stock",1
MARA,MTRA,Invesco International Growth Focus ETF,1
BMNU,BKNU,T-REX 2X Long BKNG Daily Target ETF,1
BMNU,BMNR,"BitMine Immersion Technologies, Inc. Common Stock",1
CMCSA,CMCSV,Comcast Corporation - Class A Common Stock Ex-Distribution When Issued,1
CMCSA,CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,1
ABEV,ABEO,Abeona Therapeutics Inc. - Common Stock,1
ABEV,ABVE,Above Food Ingredients Inc. - Common Stock,1
ABEV,ABBV,AbbVie Inc. Common Stock,1
ABEV,SBEV,"Splash Beverage Group, Inc. (NV) Common Stock",1
BITF,BIAF,"bioAffinity Technologies, Inc. - Common Stock",1
BITF,BTF,CoinShares Bitcoin and Ether ETF,1
BAC,BFC,Bank First Corporation - Common Stock,1
BAC,BGC,"BGC Group, Inc. - Class A Common Stock",1
BAC,BNC,CEA Industries Inc. - Common Stock,1
BAC,BVC,BitVentures Limited - American Depositary Shares,1
BAC,CAC,Camden National Corporation - Common Stock,1
BAC,IAC,IAC Inc. - Common Stock,1
BAC,IBAC,IB Acquisition Corp. - Common Stock,1
BAC,SBAC,SBA Communications Corporation - Class A Common Stock,1
BAC,BA,Boeing Company (The) Common Stock,1
BAC,BAH,Booz Allen Hamilton Holding Corporation Common Stock,1
BAC,BAK,Braskem SA ADR,1
BAC,BANC,"Banc of California, Inc. Common Stock",1
BAC,BAP,Credicorp Ltd. Common Stock,1
BAC,BAX,Baxter International Inc. Common Stock,1
BAC,BBC,Virtus LifeSci Biotech Clinical Trials ETF,1
BAC,BC,Brunswick Corporation Common Stock,1
BAC,BCC,"Boise Cascade, L.L.C. Common Stock",1
BAC,BDC,Belden Inc Common Stock,1
BAC,BHC,Bausch Health Companies Inc. Common Stock,1
BAC,BOC,Boston Omaha Corporation Class A Common Stock,1
BAC,BRC,Brady Corporation Common Stock,1
BAC,BSAC,Banco Santander - Chile ADS,1
BAC,BTC,Grayscale Bitcoin Mini Trust (BTC),1
BAC,BXC,Bluelinx Holdings Inc. Common Stock,1
BAC,DAC,Danaos Corporation Common Stock,1
BAC,LAC,Lithium Americas Corp. Common Shares,1
BAC,MAC,Macerich Company (The) Common Stock,1
BAC,NAC,Nuveen California Quality Municipal Income Fund,1
BAC,PAC,"Grupo Aeroportuario Del Pacifico, S.A. B. de C.V. Grupo Aeroportuario Del Pacifico, S.A. de C.V. (each representing 10 Series B shares)",1
BAC,RAC,Rithm Acquisition Corp. Class A Ordinary Shares,1
BAC,TAC,TransAlta Corporation Ordinary Shares,1
BAC,VAC,Marriott Vacations Worldwide Corporation Common Stock,1
MU,BU,Defiance Daily Target 2X Long BU ETF,1
MU,EU,enCore Energy Corp. - Common Stock,1
MU,MB,MasterBeef Group - Ordinary Shares,1
MU,MQ,"Marqeta, Inc. - Class A Common Stock",1
MU,AU,AngloGold Ashanti PLC Ordinary Shares,1
MU,CMU,MFS Municipal Income Trust Common Stock,1
MU,LU,"Lufax Holding Ltd American Depositary Shares, each representing two (2) Ordinary Shares",1
MU,M,Macy's Inc Common Stock,1
MU,MA,Mastercard Incorporated Common Stock,1
MU,MC,Moelis & Company Class A Common Stock,1
MU,MD,"Pediatrix Medical Group, Inc. Common Stock",1
MU,MDU,"MDU Resources Group, Inc. Common Stock (Holding Company)",1
MU,MG,Mistras Group Inc Common Stock,1
MU,MH,"McGraw Hill, Inc. Common Stock",1
MU,MI,NFT Limited Class A Ordinary Share,1
MU,MJ,Amplify Alternative Harvest ETF,1
MU,MMU,"Western Asset Managed Municipals Fund, Inc. Common Stock",1
MU,MO,"Altria Group, Inc.",1
MU,MP,MP Materials Corp. Common Stock,1
MU,MPU,Mega Matrix Inc. Class A Ordinary Shares,1
MU,MS,Morgan Stanley Common Stock,1
MU,MT,Arcelor Mittal NY Registry Shares NEW,1
MU,MUR,Murphy Oil Corporation Common Stock,1
MU,MUX,McEwen Inc. Common Stock,1
MU,MX,Magnachip Semiconductor Corporation Common Stock,1
MU,NU,Nu Holdings Ltd. Class A Ordinary Shares,1
MU,SMU,Tradr 2X Long SMR Daily ETF,1
MU,SU,Suncor Energy  Inc. Common Stock,1
MU,TU,Telus Corporation Ordinary Shares,1
MU,U,Unity Software Inc. Common Stock,1
MU,WU,Western Union Company (The) Common Stock,1
TLT,ALT,"Altimmune, Inc. - Common Stock",1
TLT,PLT,Defiance Leveraged Long Income PLTR ETF,1
TLT,TLF,"Tandy Leather Factory, Inc. - common stock",1
TLT,TLN,Talen Energy Corporation - Common Stock,1
TLT,TLS,Telos Corporation - Common Stock,1
TLT,HLT,Hilton Worldwide Holdings Inc. Common Stock ,1
TLT,TBT,ProShares UltraShort Lehman 20  Year Treasury,1
TLT,TGT,Target Corporation Common Stock,1
TLT,TILT,FlexShares Mornigstar US Market Factors Tilt Index Fund ETF,1
TLT,TLK,"PT Telekomunikasi Indonesia, Tbk",1
TLT,TOT,LionShares U.S. Equity Total Return ETF,1
TLT,TRT,Trio-Tech International Common Stock,1
TLT,TSLT,T-REX 2X Long Tesla Daily Target ETF,1
TLT,TT,Trane Technologies plc,1
TLT,TTT,ProShares UltraPro Short 20 Year Treasury,1
TLT,TXT,Textron Inc. Common Stock,1
TLT,VLT,Invesco High Income Trust II,1
ETHA,ATHA,"Athira Pharma, Inc. - Common Stock",1
ETHA,EGHA,EGH Acquisition Corp. - Class A ordinary shares,1
ETHA,ESHA,ESH Acquisition Corp. - Class A Common Stock,1
ETHA,ETHM,Dynamix Corporation - Class A Ordinary Share,1
ETHA,ETHZ,ETHZilla Corporation - Common Stock,1
SOBR,SABR,Sabre Corporation - Common Stock,1
SOBR,SNBR,Sleep Number Corporation - Common Stock,1
SOBR,SBR,Sabine Royalty Trust Common Stock,1
SOBR,SOAR,"Volato Group, Inc. Class A Common Stock",1
SOBR,SOR,"Source Capital, Inc. Cmn Shs of BI",1
SOFI,SPFI,"South Plains Financial, Inc. - Common Stock",1
SOFI,SDFI,AB Short Duration Income ETF,1
SOFI,SIFI,Harbor Scientific Alpha Income ETF,1
SOFI,SSFI,Day Hagan Smart Sector Fixed Income ETF,1
SOFI,SYFI,AB Short Duration High Yield ETF,1
DTCK,DTCX,"Datacentrex, Inc. - Common Stock",1
DTCK,DECK,Deckers Outdoor Corporation Common Stock,1
DTCK,DTK,DTE Energy Company 2025 Series H 6.25% Junior Subordinated Debentures due 2085,1
CRWV,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock",1
CRWV,CRWS,"Crown Crafts, Inc. - Common Stock",1
MSTX,MGTX,MeiraGTx Holdings plc - Ordinary Shares,1
MSTX,MKTX,"MarketAxess Holdings, Inc. - Common Stock",1
MSTX,MLTX,MoonLake Immunotherapeutics - Class A Ordinary Shares,1
MSTX,MMTX,Miluna Acquisition Corp - Class A Ordinary Shares,1
MSTX,MSEX,Middlesex Water Company - Common Stock,1
MSTX,MSTR,Strategy Inc - Class A Common Stock,1
MSTX,STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),1
MSTX,ASTX,Tradr 2X Long ASTS Daily ETF,1
MSTX,DSTX,Distillate International Fundamental Stability & Value ETF,1
MSTX,MATX,"Matson, Inc. Common Stock",1
MSTX,MTX,Minerals Technologies Inc. Common Stock,1
MSTX,OSTX,OS Therapies Incorporated Common Stock,1
GRAB,GMAB,Genmab A/S - American Depositary Shares,1
GRAB,GRAL,"GRAIL, Inc. - Common Stock",1
GRAB,GAB,"Gabelli Equity Trust, Inc. (The) Common Stock",1
GRAB,GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,1
DJT,IJT,iShares S&P SmallCap 600 Growth ETF,1
DJT,DAT,ProShares Big Data Refiners ETF,1
DJT,DDT,Dillard's Capital Trust I,1
DJT,DGT,State Street SPDR Global Dow ETF,1
DJT,DHT,"DHT Holdings, Inc.",1
DJT,DIT,AMCON Distributing Company Common Stock,1
DJT,DJP,iPath Bloomberg Commodity Index Total Return ETN,1
DJT,DT,"Dynatrace, Inc. Common Stock",1
DJT,GJT,"Synthetic Fixed-Income Securities, Inc. Floating Rate Structured Repackaged Asset-Backed Trust Securities Certificates, Series 2006-3",1
DJT,PJT,PJT Partners Inc. Class A Common Stock,1
DJT,SJT,San Juan Basin Royalty Trust Common Stock,1
AMC,AEC,Anfield Energy Inc. - Common Shares,1
AMC,AMD,"Advanced Micro Devices, Inc. - Common Stock",1
AMC,AMSC,American Superconductor Corporation - Common Stock,1
AMC,ATMC,AlphaTime Acquisition Corp - Ordinary Shares,1
AMC,TMC,TMC the metals company Inc. - Common Stock,1
AMC,ACM,AECOM Common Stock,1
AMC,ADC,Agree Realty Corporation Common Stock,1
AMC,AFMC,First Trust Active Factor Mid Cap ETF,1
AMC,ALC,Alcon Inc. Ordinary Shares,1
AMC,AM,Antero Midstream Corporation Common Stock,1
AMC,AME,"AMETEK, Inc.",1
AMC,AMG,"Affiliated Managers Group, Inc. Common Stock",1
AMC,AMN,AMN Healthcare Services Inc,1
AMC,AMP,"Ameriprise Financial, Inc. Common Stock",1
AMC,AMR,"Alpha Metallurgical Resources, Inc. Common Stock",1
AMC,AMRC,"Ameresco, Inc. Class A Common Stock",1
AMC,AMS,American Shared Hospital Services Common Stock,1
AMC,AMT,American Tower Corporation (REIT) Common Stock,1
AMC,ASC,Ardmore Shipping Corporation Common Stock,1
AMC,AVMC,Avantis U.S. Mid Cap Equity ETF,1
AMC,CMC,Commercial Metals Company Common Stock,1
AMC,EMC,Global X Emerging Markets Great Consumer ETF,1
AMC,FMC,FMC Corporation Common Stock,1
AMC,HMC,"Honda Motor Company, Ltd. Common Stock",1
AMC,MAC,Macerich Company (The) Common Stock,1
AMC,MC,Moelis & Company Class A Common Stock,1
AMC,MMC,"Marsh & McLennan Companies, Inc. Common Stock",1
AMC,OMC,Omnicom Group Inc. Common Stock,1
AMC,PAMC,Pacer Lunt MidCap Multi-Factor Alternator ETF,1
AMC,SMC,Summit Midstream Corporation Common Stock,1
AMC,UMC,United Microelectronics Corporation (NEW) Common Stock,1
AMC,VMC,Vulcan Materials Company (Holding Company) Common Stock,1
CSCO,CCSO,Carbon Collective Climate Solutions U.S. Equity ETF,1
CSCO,CECO,CECO Environmental Corp. - Common Stock,1
CSCO,CHCO,City Holding Company - Common Stock,1
CSCO,CHSCO,CHS Inc - Class B Cumulative Redeemable Preferred Stock,1
CSCO,CMCO,Columbus McKinnon Corporation - Common Stock,1
CSCO,COCO,"The Vita Coco Company, Inc. - Common Stock",1
CSCO,CVCO,"Cavco Industries, Inc. - Common Stock",1
CSCO,CWCO,Consolidated Water Co. Ltd. - Ordinary Shares,1
CSCO,TSCO,Tractor Supply Company - Common Stock,1
CSCO,CCO,"Clear Channel Outdoor Holdings, Inc. Common Stock",1
CSCO,CLCO,Cool Company Ltd. Common Shares,1
CSCO,CRCO,YieldMax CRCL Option Income Strategy ETF,1
CSCO,FSCO,FS Credit Opportunities Corp. Common Stock,1
CSCO,SCCO,Southern Copper Corporation Common Stock,1
CSCO,SCO,ProShares UltraShort Bloomberg Crude Oil,1
CSCO,VSCO,Victorias Secret & Co. Common Stock ,1
BTG,BCG,"Binah Capital Group, Inc. - Common Stock",1
BTG,BEG,Leverage Shares 2x Long BE Daily ETF,1
BTG,BTQ,BTQ Technologies Corp. - Common Stock,1
BTG,BTSG,"BrightSpring Health Services, Inc. - Common Stock",1
BTG,BUG,Global X Cybersecurity ETF,1
BTG,IBTG,iShares iBonds Dec 2026 Term Treasury ETF,1
