IPO_Ticker,IPO_Name,Typo_Ticker,Typo_Name,Distance,Keyboard_Proximate,IPO_Date,Date,Data_Source,Typo_Open,Typo_High,Typo_Close,Typo_Volume,Avg_Volume_5d,Volume_Spike_Ratio,Gap_Up_Pct,Intraday_High_Pct,Reversion_From_High_Pct,Day_Return
GUTS,"FRACTYL HEALTH, INC.",GITS,"Global Interactive Technologies, Inc. Common Stock - Common Stock",1,True,2/02/2024,2024-02-02,yfinance,0.5009999871253967,0.5080000162124634,0.5,288100,191060.0,1.5079032764576572,0.022448933417477248,0.01397211430529357,-0.01574806290777261,0.02040814340536656
AS,"AMER SPORTS, INC.",AZ,A2Z Cust2Mate Solutions Corp. - Common Shares,1,True,2/01/2024,2024-02-01,yfinance,2.8499999046325684,3.0,2.8499999046325684,6240,18288.0,0.34120734908136485,-0.033898353028728144,0.05263161417079772,-0.05000003178914388,-0.033898353028728144
AS,"AMER SPORTS, INC.",QS,QuantumScape Corporation - Common Stock,1,True,2/01/2024,2024-02-01,yfinance,6.909999847412109,7.039999961853027,6.96999979019165,6047500,7285060.0,0.8301235679596325,0.014684273931396366,0.018813331014703973,-0.009943206255778433,0.023494838290234184
AS,"AMER SPORTS, INC.",ZS,"Zscaler, Inc. - Common Stock",1,True,2/01/2024,2024-02-01,yfinance,236.61000061035156,240.36000061035156,238.05999755859375,1033500,1533420.0,0.6739836444027076,0.003988638556921395,0.015848865180366933,-0.009568992535851901,0.010141296763345808
AS,"AMER SPORTS, INC.",AA,Alcoa Corporation Common Stock ,1,True,2/01/2024,2024-02-01,yfinance,29.353354550863024,29.67050423996074,28.972776412963867,4174600,4986280.0,0.8372173243379835,0.011092373980833774,0.010804546667678567,-0.023515873587923716,-0.002016848417134027
AS,"AMER SPORTS, INC.",AD,"Array Digital Infrastructure, Inc. Common Shares",1,True,2/01/2024,2024-02-01,yfinance,31.3746048006187,31.3746048006187,30.858551025390625,128300,216220.0,0.5933771159004717,0.01328828123443987,0.0,-0.016448136271596966,-0.0033784224977164664
AS,"AMER SPORTS, INC.",AX,"Axos Financial, Inc. Common Stock",1,True,2/01/2024,2024-02-01,yfinance,56.2599983215332,56.27000045776367,54.290000915527344,1432300,813580.0,1.7604906708621155,0.01497380501150603,0.00017778415444140688,-0.03518748047145509,-0.020566469120910143
AS,"AMER SPORTS, INC.",WS,"Worthington Steel, Inc. Common Shares",1,True,2/01/2024,2024-02-01,yfinance,28.673346167230275,29.614084879274802,29.220510482788086,110700,146760.0,0.7542927228127555,-0.0026711165063312277,0.03280882205229552,-0.013290108341728855,0.016360592340629698
BOLD,"BOUNDLESS BIO, INC.",BILD,Nomura Global Listed Infrastructure ETF,1,True,3/28/2024,2024-03-28,yfinance,23.40251922607422,23.40251922607422,23.40251922607422,0,200.0,0.0,-0.0041174027960807725,0.0,0.0,-0.0041174027960807725
BOLD,"BOUNDLESS BIO, INC.",GOLD,"Gold.com, Inc. Common Stock",1,True,3/28/2024,2024-03-28,yfinance,28.75868659566332,29.597520536827904,29.254362106323242,410900,234200.0,1.7544833475661827,0.003993463374519909,0.02916801983895454,-0.011594161412192393,0.021297973126798816
MMA,MIXED MARTIAL ARTS GROUP LTD,MMS,"Maximus, Inc. Common Stock",1,True,3/28/2024,2024-03-28,yfinance,81.57717293198051,82.52189541654816,81.7135238647461,344500,268000.0,1.2854477611940298,0.003234017829825707,0.011580721059742576,-0.009795843245257852,0.004910858166365876
MMA,MIXED MARTIAL ARTS GROUP LTD,MNA,NYLI Merger Arbitrage ETF,1,True,3/28/2024,2024-03-28,yfinance,31.450000762939453,31.510000228881836,31.479999542236328,125300,37360.0,3.3538543897216275,-0.0003178106110669876,0.001907773115639664,-0.0009521004896093083,0.0006357424776132071
INTJ,INTELLIGENT GROUP LTD,IBTJ,iShares iBonds Dec 2029 Term Treasury ETF,1,True,3/20/2024,2024-03-20,yfinance,19.919773958701725,19.966360092163086,19.966360092163086,30700,42760.0,0.7179607109448082,-1.4848570811592927e-07,0.0023386878564959834,0.0,0.002338539023526145
INTJ,INTELLIGENT GROUP LTD,INTU,Intuit Inc. - Common Stock,1,True,3/20/2024,2024-03-20,yfinance,628.2155971516737,635.128837083496,632.6266479492188,1335500,1743300.0,0.7660758331899271,0.0010085612764813435,0.011004565889746947,-0.00393965600076875,0.008037198630580627
ALAB,"ASTERA LABS, INC.",SLAB,"Silicon Laboratories, Inc. - Common Stock",1,True,3/20/2024,2024-03-20,yfinance,128.60000610351562,132.6999969482422,131.60000610351562,176000,290980.0,0.6048525671867482,-0.0033325015876094328,0.03188173133853746,-0.008289305727381431,0.01991790551447415
ALAB,"ASTERA LABS, INC.",ZLAB,Zai Lab Limited - American Depositary Shares,1,True,3/20/2024,2024-03-20,yfinance,18.010000228881836,18.079999923706055,17.209999084472656,921900,569560.0,1.618617880469134,-0.014230991919398184,0.0038867126004786695,-0.04811951564737976,-0.05801868345551013
ZONE,"CLEANCORE SOLUTIONS, INC.",XONE,BondBloxx Bloomberg One Year Target Duration US Treasury ETF,1,True,4/26/2024,2024-04-26,yfinance,45.82558929324521,45.83300113927806,45.82373809814453,23900,26320.0,0.9080547112462006,4.039816866778431e-05,0.00016174033214112047,-0.0002021041804655251,0.0
MRX,MAREX GROUP PLC,MTX,Minerals Technologies Inc. Common Stock,1,True,4/25/2024,2024-04-25,yfinance,70.9928931677844,71.51693418614698,70.3798599243164,111600,132820.0,0.8402349043818702,-0.004160879394199402,0.007381598283705161,-0.015899370894045275,-0.012760085016577376
NCI,NEO-CONCEPT INTERNATIONAL GROUP HOLDINGS LTD,BCI,abrdn Bloomberg All Commodity Strategy K-1 Free ETF,1,True,4/23/2024,2024-04-23,yfinance,19.64424879685411,19.87638150680022,19.857038497924805,108700,161040.0,0.6749875807252856,-0.00926835799810496,0.011816828036879945,-0.0009731655064479023,0.0014634084401526262
NCI,NEO-CONCEPT INTERNATIONAL GROUP HOLDINGS LTD,HCI,"HCI Group, Inc. Common Stock",1,True,4/23/2024,2024-04-23,yfinance,110.93259526297493,113.90540189117873,112.25275421142578,118700,123220.0,0.9633176432397338,0.0015892394870878205,0.026798314969162254,-0.014508949113158197,0.013508702779607423
NCI,NEO-CONCEPT INTERNATIONAL GROUP HOLDINGS LTD,JCI,Johnson Controls International plc Ordinary Share,1,True,4/23/2024,2024-04-23,yfinance,63.37177710321159,63.958098929871966,63.68448257446289,2654700,3850920.0,0.6893677355021657,0.003248746579708715,0.009252096965900927,-0.004278056414858216,0.008199236946588194
NCI,NEO-CONCEPT INTERNATIONAL GROUP HOLDINGS LTD,MCI,Barings Corporate Investors Common Stock,1,True,4/23/2024,2024-04-23,yfinance,15.288207882165272,15.417915196121877,15.366032600402832,20900,23160.0,0.9024179620034543,0.003975096988342514,0.008484141173140173,-0.003365085036405892,0.00908583852475197
MFI,MF INTERNATIONAL LTD,MCI,Barings Corporate Investors Common Stock,1,True,4/22/2024,2024-04-22,yfinance,15.02879010412351,15.227676391601562,15.227676391601562,31600,24640.0,1.2824675324675325,-0.010250658067595973,0.013233685885564579,0.0,0.0028473738289817134
YYGH,YY GROUP HOLDING LTD.,HYGH,iShares Interest Rate Hedged High Yield Bond ETF,1,True,4/22/2024,2024-04-22,yfinance,74.69583638032901,75.06570332940295,75.00405883789062,24600,24300.0,1.0123456790123457,0.0010623225082173485,0.004951640774067848,-0.0008212071395883319,0.00519307335281294
MTEN,MINGTENG INTERNATIONAL CORP INC.,MTRN,Materion Corporation,1,True,4/18/2024,2024-04-18,yfinance,119.9097268377316,120.37549310209451,118.67098999023438,103700,88280.0,1.1746714997734482,0.0009926435073114618,0.0038843076091167545,-0.014159884773344088,-0.00934818958677229
CDTG,CDT ENVIRONMENTAL TECHNOLOGY INVESTMENT HOLDINGS LTD,CCTG,CCSC Technology International Holdings Limited - Class A Ordinary Shares,1,True,4/18/2024,2024-04-18,yfinance,2.6700000762939453,2.6700000762939453,2.4000000953674316,109000,99800.0,1.092184368737475,0.0809716782862743,0.0,-0.1011235854724331,-0.028340053616187213
IBTA,"IBOTTA, INC.",INTA,"Intapp, Inc. - Common Stock",1,True,4/18/2024,2024-04-18,yfinance,31.299999237060547,31.639999389648438,30.860000610351562,568900,453660.0,1.2540228364854737,0.00288369609830161,0.010862624948096351,-0.024652300706177157,-0.011214305811858295
CTRI,"CENTURI HOLDINGS, INC.",FTRI,First Trust Indxx Global Natural Resources Income ETF,1,True,4/18/2024,2024-04-18,yfinance,12.526171684265137,12.592098615290682,12.526171684265137,50800,65880.0,0.7710989678202793,0.00453171985934797,0.005263134873710888,-0.005235579313641184,0.00453171985934797
ULS,UL SOLUTIONS INC.,JLS,Nuveen Mortgage and Income Fund,1,True,4/12/2024,2024-04-12,yfinance,14.699687013807353,14.741999800232735,14.606596946716309,34200,13340.0,2.5637181409295353,0.0018455882552940318,0.002878482132690191,-0.009184836206163075,-0.004498891932478078
ULS,UL SOLUTIONS INC.,UPS,"United Parcel Service, Inc. Common Stock",1,True,4/12/2024,2024-04-12,yfinance,133.6362380973749,133.8618987446946,130.80194091796875,4123900,3098320.0,1.3310116450205272,-0.006442423423772633,0.0016886186750877446,-0.02285906486775518,-0.027514832202712423
BOW,BOWHEAD SPECIALTY HOLDINGS INC.,BLW,Blackrock Limited Duration Income Trust,1,True,5/23/2024,2024-05-23,yfinance,11.842902363053971,11.877254476473967,11.78278636932373,73000,80380.0,0.9081861159492411,0.002909038448426263,0.002900649888591738,-0.007953699008247673,-0.0021818481956666215
BOW,BOWHEAD SPECIALTY HOLDINGS INC.,NOW,"ServiceNow, Inc. Common Stock",1,True,5/23/2024,2024-05-23,yfinance,156.33599853515625,156.33599853515625,151.6300048828125,4307500,4346500.0,0.9910272633153112,0.014075724633126813,0.0,-0.030101791631090544,-0.016449771527926725
HDL,SUPER HI INTERNATIONAL HOLDING LTD.,BDL,"Flanigan's Enterprises, Inc. Common Stock",1,True,5/17/2024,2024-05-17,yfinance,26.04955025173518,28.133514124657477,27.458154678344727,6100,1000.0,6.1,-0.004057606310740024,0.07999999434859657,-0.024005513257969974,0.049797022688290456
HDL,SUPER HI INTERNATIONAL HOLDING LTD.,GDL,"GDL Fund, The Common Shares of Beneficial Interest",1,True,5/17/2024,2024-05-17,yfinance,7.095499182558247,7.18577262142892,7.167717933654785,27500,9460.0,2.9069767441860463,-0.00506320969027599,0.012722633961057737,-0.002512560405862734,0.005063363587724205
HDL,SUPER HI INTERNATIONAL HOLDING LTD.,HRL,Hormel Foods Corporation Common Stock,1,True,5/17/2024,2024-05-17,yfinance,34.00407151926267,34.23020158866759,34.21135711669922,2887600,1672360.0,1.7266617235523452,3.6386239686211115e-08,0.006650088042451575,-0.0005505217934389939,0.006095941838663678
HDL,SUPER HI INTERNATIONAL HOLDING LTD.,HXL,Hexcel Corporation Common Stock,1,True,5/17/2024,2024-05-17,yfinance,71.34464618010107,71.61030352945815,70.81332397460938,469500,687500.0,0.6829090909090909,0.0009665185923193364,0.003723577921831223,-0.011129397804059353,-0.006487940386133714
RAY,RAYTECH HOLDING LTD,DAY,"Dayforce, Inc. Common Stock",1,True,5/15/2024,2024-05-15,yfinance,62.810001373291016,63.18000030517578,62.599998474121094,1904600,1718660.0,1.108188937893475,0.011433219269172786,0.005890764588362228,-0.009180149228444576,0.008051529988496937
ZK,ZEEKR INTELLIGENT TECHNOLOGY HOLDING LTD,ZM,"Zoom Communications, Inc. - Class A Common Stock",1,True,5/10/2024,2024-05-10,yfinance,61.279998779296875,62.08000183105469,61.970001220703125,2242500,2670300.0,0.8397932816537468,0.0024537495265950166,0.01305488034748606,-0.001771916995925992,0.013741209519232708
PAL,"PROFICIENT AUTO LOGISTICS, INC",PSL,Invesco Dorsey Wright Consumer Staples Momentum ETF,1,True,5/09/2024,2024-05-09,yfinance,97.2433530722947,97.2433530722947,97.22361755371094,400,3920.0,0.10204081632653061,0.010046016235521092,0.0,-0.00020294979512981007,0.009841027603454412
SVCO,"SILVACO GROUP, INC.",SCCO,Southern Copper Corporation Common Stock,1,True,5/09/2024,2024-05-09,yfinance,104.33915027692277,108.4480784442735,108.05104064941406,788173,1380305.2,0.5710135700423355,0.00017706523973495792,0.03938050249063158,-0.003661086490006024,0.03575860495322346
VIK,VIKING HOLDINGS LTD,CIK,"Credit Suisse Asset Management Income Fund, Inc. Common Stock",1,True,5/01/2024,2024-05-01,yfinance,2.4708381556309793,2.4793877601623535,2.4793877601623535,124700,350660.0,0.3556151257628472,3.4690742733835127e-08,0.003460204186943557,0.0,0.003460238997723344
LSH,LAKESIDE HOLDING LTD,PSH,PGIM Short Duration High Yield ETF,1,True,6/28/2024,2024-06-28,yfinance,45.21486796162793,45.21486796162793,45.125118255615234,2100,3400.0,0.6176470588235294,0.0016901608327586463,0.0,-0.0019849600376775096,-0.0002981541066291371
LB,LANDBRIDGE CO LLC,KB,KB Financial Group Inc,1,True,6/28/2024,2024-06-28,yfinance,54.4066057814774,54.869230148470976,54.560813903808594,201700,280860.0,0.718151392152674,0.010924127414828155,0.008503091864463866,-0.005620932603352313,0.013789454322631909
LB,LANDBRIDGE CO LLC,LH,Labcorp Holdings Inc. Common Stock,1,True,6/28/2024,2024-06-28,yfinance,201.69182398924454,201.97690223510543,200.0502166748047,712500,654620.0,1.0884177079832575,0.0013664640176892042,0.0014134348146709692,-0.009539138084502538,-0.006783844107115449
LB,LANDBRIDGE CO LLC,PB,"Prosperity Bancshares, Inc. Common Stock",1,True,6/28/2024,2024-06-28,yfinance,57.80688853816455,58.930832312423874,58.235511779785156,874300,599140.0,1.4592582701872685,0.00763747468716784,0.019443076814578727,-0.011798926052027427,0.015108847938708161
RECT,RECTITUDE HOLDINGS LTD.,DECT,AllianzIM U.S. Large Cap Buffer10 Dec ETF,1,True,6/21/2024,2024-06-21,yfinance,30.950000762939453,31.010000228881836,30.993999481201172,1500,1560.0,0.9615384615384616,-0.0012907069530213072,0.001938593359074425,-0.000515986699856952,0.00012906454057916557
TEM,"TEMPUS AI, INC.",FEM,First Trust Emerging Markets AlphaDEX Fund,1,True,6/14/2024,2024-06-14,yfinance,22.477227815492625,22.571077018516434,22.542922973632812,31400,40080.0,0.783433133732535,-0.002083232047764551,0.004175301500442224,-0.001247350530084345,0.000833422106364713
TEM,"TEMPUS AI, INC.",GEM,Goldman Sachs ActiveBeta Emerging Markets Equity ETF,1,True,6/14/2024,2024-06-14,yfinance,30.747920802834834,30.909900665283203,30.909900665283203,77200,42900.0,1.7995337995337994,-0.003089169692093526,0.0052679940047665064,0.0,0.0021625505852553256
TEM,"TEMPUS AI, INC.",REM,iShares Mortgage Real Estate ETF,1,True,6/14/2024,2024-06-14,yfinance,19.00146517484397,19.113643852169773,19.053239822387695,239000,265500.0,0.9001883239171374,-0.00407047900050011,0.005903685652321051,-0.0031602571570998658,-0.001356798794596438
TEM,"TEMPUS AI, INC.",TSM,Taiwan Semiconductor Manufacturing Company Ltd.,1,True,6/14/2024,2024-06-14,yfinance,168.55388866505714,170.16102979606623,169.0536651611328,9192500,14770420.0,0.6223587413221832,-0.005262984884977134,0.009534880172374584,-0.006507745259067645,-0.002313505736982737
TEM,"TEMPUS AI, INC.",TWM,ProShares UltraShort Russell2000,1,True,6/14/2024,2024-06-14,yfinance,53.36838843592185,54.18874081255562,53.73299026489258,938760,874068.0,1.0740125482227927,0.025394063204424895,0.015371503631194496,-0.008410428823942072,0.03239934407980573
WAY,WAYSTAR HOLDING CORP.,SAY,Saratoga Investment Corp 8.125% Notes due 2027,1,True,6/07/2024,2024-06-07,yfinance,22.173840874727475,22.22437631352407,22.200439453125,2500,4460.0,0.5605381165919282,-0.002393326382343317,0.0022790566182059706,-0.0010770543146581908,-0.0011966496555631252
WAY,WAYSTAR HOLDING CORP.,WAT,Waters Corporation Common Stock,1,True,6/07/2024,2024-06-07,yfinance,300.6300048828125,304.67999267578125,302.0899963378906,453600,661660.0,0.6855484690022066,0.0002662355451462173,0.013471668586598538,-0.008500710253878451,0.005123968083414784
RAPP,"RAPPORT THERAPEUTICS, INC.",DAPP,VanEck Digital Transformation ETF,1,True,6/07/2024,2024-06-07,yfinance,11.163826452821118,11.530486387269372,10.768219947814941,331400,168660.0,1.9648997984110044,-0.006866895268179544,0.032843571690923105,-0.06610878447383077,-0.042060018184346376
GAUZ,GAUZY LTD.,HAUZ,Xtrackers International Real Estate ETF,1,True,6/06/2024,2024-06-06,yfinance,19.538722924719657,19.63015214334466,19.602724075317383,64500,60000.0,1.075,-0.007892377662928675,0.0046793855963497746,-0.0013972417445870804,-0.00464262436067914
FLYE,"FLY-E GROUP, INC.",FLYW,Flywire Corporation - Voting Common Stock,1,True,6/06/2024,2024-06-06,yfinance,17.239999771118164,17.674999237060547,17.3700008392334,887700,1096260.0,0.8097531607465382,-0.0017371561001911324,0.025231987918650032,-0.017255921413995567,0.005790409891087856
CON,"CONCENTRA GROUP HOLDINGS PARENT, INC.",DON,WisdomTree U.S. MidCap Dividend Fund,1,True,7/25/2024,2024-07-25,yfinance,46.77609688960171,47.73031934164485,47.142364501953125,172900,210940.0,0.8196643595335167,0.0020647659988223053,0.020399787829566928,-0.01231826746188839,0.009911163917188529
LINE,"LINEAGE, INC.",LIND,Lindblad Expeditions Holdings Inc.  - Common Stock,1,True,7/25/2024,2024-07-25,yfinance,9.739999771118164,10.140000343322754,9.520000457763672,175600,210040.0,0.8360312321462579,-0.0030706944974263485,0.041067821519945404,-0.061143970864592265,-0.025588535136796133
LINE,"LINEAGE, INC.",PINE,"Alpine Income Property Trust, Inc. Common Stock",1,True,7/25/2024,2024-07-25,yfinance,15.504250885237878,15.765963184388323,15.486201286315918,58300,45140.0,1.2915374390784227,0.006444096735154271,0.01688003510054325,-0.017744675336387232,0.005272423726383452
NVA,NOVA MINERALS LTD,JVA,"Coffee Holding Co., Inc. - Common Stock",1,True,7/24/2024,2024-07-24,yfinance,2.619999885559082,2.799999952316284,2.430000066757202,106600,153780.0,0.6931980751723241,-0.060931927820184195,0.06870231855708342,-0.13214281852147952,-0.1290322222286788
NVA,NOVA MINERALS LTD,NCA,Nuveen California Municipal Value Fund,1,True,7/24/2024,2024-07-24,yfinance,8.269380569458008,8.288282443379284,8.269380569458008,67200,50020.0,1.3434626149540183,-0.0045504890989393285,0.002285766601562414,-0.002280553787881009,-0.0045504890989393285
NVA,NOVA MINERALS LTD,NVS,Novartis AG Common Stock,1,True,7/24/2024,2024-07-24,yfinance,104.36719108369584,105.85195385339476,105.36988830566406,2212300,1945080.0,1.1373825241121187,0.005106751848583591,0.014226336402100087,-0.004554148791607197,0.01476321320770812
OS,"ONESTREAM, INC.",OZ,"Belpointe PREP, LLC Class A Units",1,True,7/24/2024,2024-07-24,yfinance,67.0,71.98999786376953,71.0,10000,3940.0,2.5380710659898478,0.00754908257501756,0.07447758005626166,-0.013751880721582413,0.06770126660934697
PGHL,"DIRECTBOOKING TECHNOLOGY CO., LTD.",LGHL,Lion Group Holding Ltd. - American Depositary Share,1,True,7/23/2024,2024-07-23,yfinance,234.0,234.0,224.89999389648438,355,217.6,1.631433823529412,0.01123598172901735,0.0,-0.038888914972288996,-0.028089888381361592
ARDT,"ARDENT HEALTH, INC.",ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,1,True,7/18/2024,2024-07-18,yfinance,24.3799991607666,25.010000228881836,23.420000076293945,400100,478740.0,0.8357354722814053,0.004118553183406413,0.025840897858973703,-0.06357457569119652,-0.035420122983134024
ICON,ICON ENERGY CORP,UCON,First Trust Smith Unconstrained Bond ETF,1,True,7/12/2024,2024-07-12,yfinance,23.045927293416774,23.045927293416774,22.999370574951172,522100,682140.0,0.765385404755622,0.004056805667305231,0.0,-0.002020171194365506,0.002028439030989496
AZI,AUTOZI INTERNET TECHNOLOGY (GLOBAL) LTD.,AZO,"AutoZone, Inc. Common Stock",1,True,8/28/2024,2024-08-28,yfinance,3190.199951171875,3211.330078125,3196.699951171875,60600,86180.0,0.7031793919702948,0.0026242133536634868,0.0066234490867455335,-0.0045557842380584855,0.0046670500054554415
SPAI,SAFE PRO GROUP INC.,SLAI,SOLAI Limited American Depositary Shares (each representing one hundred (100) Class A Ordinary Shares),1,True,8/28/2024,2024-08-28,yfinance,2.5,2.569999933242798,2.430000066757202,20800,65940.0,0.3154382772217167,0.004016060411629196,0.02799997329711914,-0.05447465763508616,-0.02409636246977518
WOK,WORK MEDICAL TECHNOLOGY GROUP LTD,AOK,iShares Core 30/70 Conservative Allocation ETF,1,True,8/23/2024,2024-08-23,yfinance,36.24373803090151,36.376881592214545,36.35786056518555,34700,64700.0,0.5363214837712519,0.004480687178439666,0.003673560414753999,-0.0005228877846711584,0.007643547520340275
WOK,WORK MEDICAL TECHNOLOGY GROUP LTD,WLK,Westlake Corporation Common Stock,1,True,8/23/2024,2024-08-23,yfinance,142.76629400690027,146.8494942021715,146.42274475097656,475200,308640.0,1.5396578538102643,0.018121600065226236,0.028600589681720634,-0.002906032829826664,0.044197162984431215
YXT,YXT.COM GROUP HOLDING LTD,TXT,Textron Inc. Common Stock,1,True,8/16/2024,2024-08-16,yfinance,87.71963124433042,87.96926025049986,87.80950164794922,683400,765640.0,0.8925865942218275,0.00045565145520495967,0.0028457598672996776,-0.0018160730475135604,0.0014806369906383819
