IPO_Ticker,IPO_Name,Typo_Ticker,Typo_Name,Distance,Keyboard_Proximate,IPO_Date,Date,Data_Source,Typo_Open,Typo_High,Typo_Close,Typo_Volume,Avg_Volume_5d,Volume_Spike_Ratio,Gap_Up_Pct,Intraday_High_Pct,Reversion_From_High_Pct,Day_Return
TELO,"TELOMIR PHARMACEUTICALS, INC.",TWLO,Twilio Inc. Class A Common Stock,1,True,2/09/2024,71.69000244140625,72.58999633789062,71.5999984741211,3310900,2363860.0,1.4006328631983282,0.018902811533788047,0.012553966603920247,-0.013638213441440426,0.017623619286710173,2024-02-09,yfinance
MGX,"METAGENOMI, INC.",MTX,Minerals Technologies Inc. Common Stock,1,True,2/09/2024,68.83692781482593,70.14020839596891,70.13033294677734,135600,292900.0,0.4629566404916354,0.00014363814884109743,0.01893286964590956,-0.00014079583476310321,0.01893574516660463,2024-02-09,yfinance
PMNT,PERFECT MOMENT LTD.,PNNT,PennantPark Investment Corporation Common Stock,1,True,2/08/2024,5.3067521057823,5.314454389774369,5.206624984741211,478300,481140.0,0.9940973521220435,0.007309972594484549,0.00145141205741956,-0.020289835442116922,-0.011695823331420219,2024-02-08,yfinance
AHR,"AMERICAN HEALTHCARE REIT, INC.",AUR,"Aurora Innovation, Inc.  - Class A Common Stock",1,True,2/07/2024,3.1700000762939453,3.180000066757202,3.0799999237060547,3293200,3909000.0,0.8424661038628806,0.0031645538581142403,0.003154571048133175,-0.031446585204987866,-0.025316506313829312,2024-02-07,yfinance
AHR,"AMERICAN HEALTHCARE REIT, INC.",ABR,Arbor Realty Trust Common Stock,1,True,2/07/2024,9.84086256326035,9.84868536760249,9.58271598815918,9332600,8502420.0,1.097640436487494,0.0015924606093407623,0.0007949307585440651,-0.0270055717606965,-0.024681421552040936,2024-02-07,yfinance
AHR,"AMERICAN HEALTHCARE REIT, INC.",WHR,Whirlpool Corporation Common Stock,1,True,2/07/2024,96.89463780533393,97.01775624892969,95.90089416503906,866000,1495280.0,0.5791557434059172,0.008697311192973838,0.0012706424873903577,-0.011511934794956104,-0.0016478075946560107,2024-02-07,yfinance
GUTS,"FRACTYL HEALTH, INC.",GITS,"Global Interactive Technologies, Inc. Common Stock - Common Stock",1,True,2/02/2024,0.5009999871253967,0.5080000162124634,0.5,288100,191060.0,1.5079032764576572,0.022448933417477248,0.01397211430529357,-0.01574806290777261,0.02040814340536656,2024-02-02,yfinance
AS,"AMER SPORTS, INC.",AZ,A2Z Cust2Mate Solutions Corp. - Common Shares,1,True,2/01/2024,2.8499999046325684,3.0,2.8499999046325684,6240,18288.0,0.34120734908136485,-0.033898353028728144,0.05263161417079772,-0.05000003178914388,-0.033898353028728144,2024-02-01,yfinance
AS,"AMER SPORTS, INC.",QS,QuantumScape Corporation - Common Stock,1,True,2/01/2024,6.909999847412109,7.039999961853027,6.96999979019165,6047500,7285060.0,0.8301235679596325,0.014684273931396366,0.018813331014703973,-0.009943206255778433,0.023494838290234184,2024-02-01,yfinance
AS,"AMER SPORTS, INC.",ZS,"Zscaler, Inc. - Common Stock",1,True,2/01/2024,236.61000061035156,240.36000061035156,238.05999755859375,1033500,1533420.0,0.6739836444027076,0.003988638556921395,0.015848865180366933,-0.009568992535851901,0.010141296763345808,2024-02-01,yfinance
AS,"AMER SPORTS, INC.",AA,Alcoa Corporation Common Stock ,1,True,2/01/2024,29.35335261846,29.670502286678982,28.972774505615234,4174600,4986280.0,0.8372173243379835,0.011092373846586852,0.010804546667678746,-0.023515873587923817,-0.0020168485496403076,2024-02-01,yfinance
AS,"AMER SPORTS, INC.",AD,"Array Digital Infrastructure, Inc. Common Shares",1,True,2/01/2024,31.3746048006187,31.3746048006187,30.858551025390625,128300,216220.0,0.5933771159004717,0.01328828123443987,0.0,-0.016448136271596966,-0.0033784224977164664,2024-02-01,yfinance
AS,"AMER SPORTS, INC.",AX,"Axos Financial, Inc. Common Stock",1,True,2/01/2024,56.2599983215332,56.27000045776367,54.290000915527344,1432300,813580.0,1.7604906708621155,0.01497380501150603,0.00017778415444140688,-0.03518748047145509,-0.020566469120910143,2024-02-01,yfinance
AS,"AMER SPORTS, INC.",WS,"Worthington Steel, Inc. Common Shares",1,True,2/01/2024,28.673348038863132,29.61408681231373,29.22051239013672,110700,146760.0,0.7542927228127555,-0.0026710514063775187,0.03280882205229552,-0.013290108341728774,0.01636065868286514,2024-02-01,yfinance
BOLD,"BOUNDLESS BIO, INC.",BILD,Nomura Global Listed Infrastructure ETF,1,True,3/28/2024,23.402517318725586,23.402517318725586,23.402517318725586,0,200.0,0.0,-0.004117403130275047,0.0,0.0,-0.004117403130275047,2024-03-28,yfinance
BOLD,"BOUNDLESS BIO, INC.",GOLD,"Gold.com, Inc. Common Stock",1,True,3/28/2024,28.75868472063212,29.59751860710576,29.25436019897461,410900,234200.0,1.7544833475661827,0.003993331062089518,0.02916801983895455,-0.0115941614121923,0.02129783853387386,2024-03-28,yfinance
MMA,MIXED MARTIAL ARTS GROUP LTD,MMS,"Maximus, Inc. Common Stock",1,True,3/28/2024,81.57717293198051,82.52189541654816,81.7135238647461,344500,268000.0,1.2854477611940298,0.003234017829825707,0.011580721059742576,-0.009795843245257852,0.004910858166365876,2024-03-28,yfinance
MMA,MIXED MARTIAL ARTS GROUP LTD,MNA,NYLI Merger Arbitrage ETF,1,True,3/28/2024,31.450000762939453,31.510000228881836,31.479999542236328,125300,37360.0,3.3538543897216275,-0.0003178106110669876,0.001907773115639664,-0.0009521004896093083,0.0006357424776132071,2024-03-28,yfinance
INTJ,INTELLIGENT GROUP LTD,IBTJ,iShares iBonds Dec 2029 Term Treasury ETF,1,True,3/20/2024,19.919772055803378,19.966358184814453,19.966358184814453,30700,42760.0,0.7179607109448082,-3.397652765604853e-07,0.0023386878564959726,0.0,0.0023383472966144857,2024-03-20,yfinance
INTJ,INTELLIGENT GROUP LTD,INTU,Intuit Inc. - Common Stock,1,True,3/20/2024,628.2155971516737,635.128837083496,632.6266479492188,1335500,1743300.0,0.7660758331899271,0.00100846392403092,0.011004565889746947,-0.00393965600076875,0.00803710059456455,2024-03-20,yfinance
ALAB,"ASTERA LABS, INC.",SLAB,"Silicon Laboratories, Inc. - Common Stock",1,True,3/20/2024,128.60000610351562,132.6999969482422,131.60000610351562,176000,290980.0,0.6048525671867482,-0.0033325015876094328,0.03188173133853746,-0.008289305727381431,0.01991790551447415,2024-03-20,yfinance
ALAB,"ASTERA LABS, INC.",ZLAB,Zai Lab Limited - American Depositary Shares,1,True,3/20/2024,18.010000228881836,18.079999923706055,17.209999084472656,921900,569560.0,1.618617880469134,-0.014230991919398184,0.0038867126004786695,-0.04811951564737976,-0.05801868345551013,2024-03-20,yfinance
ZONE,"CLEANCORE SOLUTIONS, INC.",XONE,BondBloxx Bloomberg One Year Target Duration US Treasury ETF,1,True,4/26/2024,45.82557784869109,45.8329896928729,45.823726654052734,23900,26320.0,0.9080547112462006,4.039816866775407e-05,0.00016174033214120772,-0.00020210418046558208,0.0,2024-04-26,yfinance
MRX,MAREX GROUP PLC,MTX,Minerals Technologies Inc. Common Stock,1,True,4/25/2024,70.9928931677844,71.51693418614698,70.3798599243164,111600,132820.0,0.8402349043818702,-0.004160772819623984,0.007381598283705161,-0.015899370894045275,-0.012759979362287845,2024-04-25,yfinance
NCI,NEO-CONCEPT INTERNATIONAL GROUP HOLDINGS LTD,BCI,abrdn Bloomberg All Commodity Strategy K-1 Free ETF,1,True,4/23/2024,19.64424879685411,19.87638150680022,19.857038497924805,108700,161040.0,0.6749875807252856,-0.00926835799810496,0.011816828036879945,-0.0009731655064479023,0.0014634084401526262,2024-04-23,yfinance
NCI,NEO-CONCEPT INTERNATIONAL GROUP HOLDINGS LTD,HCI,"HCI Group, Inc. Common Stock",1,True,4/23/2024,110.93259526297493,113.90540189117873,112.25275421142578,118700,123220.0,0.9633176432397338,0.0015892394870878205,0.026798314969162254,-0.014508949113158197,0.013508702779607423,2024-04-23,yfinance
NCI,NEO-CONCEPT INTERNATIONAL GROUP HOLDINGS LTD,JCI,Johnson Controls International plc Ordinary Share,1,True,4/23/2024,63.37177330724537,63.958095098785094,63.684478759765625,2654700,3850920.0,0.6893677355021657,0.0032486258978888425,0.009252096965900897,-0.00427805641485821,0.008199115669268738,2024-04-23,yfinance
NCI,NEO-CONCEPT INTERNATIONAL GROUP HOLDINGS LTD,MCI,Barings Corporate Investors Common Stock,1,True,4/23/2024,15.288208831009491,15.417916153016225,15.366033554077148,20900,23160.0,0.9024179620034543,0.003975159298848384,0.008484141173140248,-0.0033650850364059823,0.009085901152449845,2024-04-23,yfinance
MFI,MF INTERNATIONAL LTD,MCI,Barings Corporate Investors Common Stock,1,True,4/22/2024,15.02879010412351,15.227676391601562,15.227676391601562,31600,24640.0,1.2824675324675325,-0.010250658067595973,0.013233685885564579,0.0,0.0028473738289817134,2024-04-22,yfinance
YYGH,YY GROUP HOLDING LTD.,HYGH,iShares Interest Rate Hedged High Yield Bond ETF,1,True,4/22/2024,74.69582118424458,75.06568805807295,75.00404357910156,24600,24300.0,1.0123456790123457,0.0010620164960051183,0.004951640774067648,-0.0008212071395881726,0.0051927660778818795,2024-04-22,yfinance
MTEN,MINGTENG INTERNATIONAL CORP INC.,MTRN,Materion Corporation,1,True,4/18/2024,119.9097268377316,120.37549310209451,118.67098999023438,103700,88280.0,1.1746714997734482,0.0009927072598465995,0.0038843076091167545,-0.014159884773344088,-0.009348126492837722,2024-04-18,yfinance
CDTG,CDT ENVIRONMENTAL TECHNOLOGY INVESTMENT HOLDINGS LTD,CCTG,CCSC Technology International Holdings Limited - Class A Ordinary Shares,1,True,4/18/2024,2.6700000762939453,2.6700000762939453,2.4000000953674316,109000,99800.0,1.092184368737475,0.0809716782862743,0.0,-0.1011235854724331,-0.028340053616187213,2024-04-18,yfinance
IBTA,"IBOTTA, INC.",INTA,"Intapp, Inc. - Common Stock",1,True,4/18/2024,31.299999237060547,31.639999389648438,30.860000610351562,568900,453660.0,1.2540228364854737,0.00288369609830161,0.010862624948096351,-0.024652300706177157,-0.011214305811858295,2024-04-18,yfinance
CTRI,"CENTURI HOLDINGS, INC.",FTRI,First Trust Indxx Global Natural Resources Income ETF,1,True,4/18/2024,12.526171684265137,12.592098615290682,12.526171684265137,50800,65880.0,0.7710989678202793,0.00453171985934797,0.005263134873710888,-0.005235579313641184,0.00453171985934797,2024-04-18,yfinance
ULS,UL SOLUTIONS INC.,JLS,Nuveen Mortgage and Income Fund,1,True,4/12/2024,14.699687013807353,14.741999800232735,14.606596946716309,34200,13340.0,2.5637181409295353,0.0018455882552940318,0.002878482132690191,-0.009184836206163075,-0.004498891932478078,2024-04-12,yfinance
ULS,UL SOLUTIONS INC.,UPS,"United Parcel Service, Inc. Common Stock",1,True,4/12/2024,133.6362380973749,133.8618987446946,130.80194091796875,4123900,3098320.0,1.3310116450205272,-0.0064425361388095225,0.0016886186750877446,-0.02285906486775518,-0.02751494252717086,2024-04-12,yfinance
BOW,BOWHEAD SPECIALTY HOLDINGS INC.,BLW,Blackrock Limited Duration Income Trust,1,True,5/23/2024,11.842903321593953,11.877255437794336,11.782787322998047,73000,80380.0,0.9081861159492411,0.0029092006180908344,0.0029006498885916186,-0.007953699008247658,-0.0021816868491948338,2024-05-23,yfinance
BOW,BOWHEAD SPECIALTY HOLDINGS INC.,NOW,"ServiceNow, Inc. Common Stock",1,True,5/23/2024,156.33599853515625,156.33599853515625,151.6300048828125,4307500,4346500.0,0.9910272633153112,0.014075724633126813,0.0,-0.030101791631090544,-0.016449771527926725,2024-05-23,yfinance
HDL,SUPER HI INTERNATIONAL HOLDING LTD.,BDL,"Flanigan's Enterprises, Inc. Common Stock",1,True,5/17/2024,26.04955025173518,28.133514124657477,27.458154678344727,6100,1000.0,6.1,-0.004057606310740024,0.07999999434859657,-0.024005513257969974,0.049797022688290456,2024-05-17,yfinance
HDL,SUPER HI INTERNATIONAL HOLDING LTD.,GDL,"GDL Fund, The Common Shares of Beneficial Interest",1,True,5/17/2024,7.095499182558247,7.18577262142892,7.167717933654785,27500,9460.0,2.9069767441860463,-0.005063276214235151,0.012722633961057737,-0.002512560405862734,0.0050632963866770585,2024-05-17,yfinance
HDL,SUPER HI INTERNATIONAL HOLDING LTD.,HRL,Hormel Foods Corporation Common Stock,1,True,5/17/2024,34.0040753108468,34.23020540546609,34.211360931396484,2887600,1672360.0,1.7266617235523452,3.5706518873731295e-08,0.006650088042451604,-0.0005505217934390066,0.006095941154799368,2024-05-17,yfinance
HDL,SUPER HI INTERNATIONAL HOLDING LTD.,HXL,Hexcel Corporation Common Stock,1,True,5/17/2024,71.34463849346213,71.61029581419741,70.81331634521484,469500,687500.0,0.6829090909090909,0.000966410748653004,0.003723577921831234,-0.011129397804059369,-0.006488047426660113,2024-05-17,yfinance
RAY,RAYTECH HOLDING LTD,DAY,"Dayforce, Inc. Common Stock",1,True,5/15/2024,62.810001373291016,63.18000030517578,62.599998474121094,1904600,1718660.0,1.108188937893475,0.011433219269172786,0.005890764588362228,-0.009180149228444576,0.008051529988496937,2024-05-15,yfinance
ZK,ZEEKR INTELLIGENT TECHNOLOGY HOLDING LTD,ZM,"Zoom Communications, Inc. - Class A Common Stock",1,True,5/10/2024,61.279998779296875,62.08000183105469,61.970001220703125,2242500,2670300.0,0.8397932816537468,0.0024537495265950166,0.01305488034748606,-0.001771916995925992,0.013741209519232708,2024-05-10,yfinance
PAL,"PROFICIENT AUTO LOGISTICS, INC",PSL,Invesco Dorsey Wright Consumer Staples Momentum ETF,1,True,5/09/2024,97.24334544135147,97.24334544135147,97.2236099243164,400,3920.0,0.10204081632653061,0.010046017015530675,0.0,-0.00020294979512980408,0.009841028383305698,2024-05-09,yfinance
SVCO,"SILVACO GROUP, INC.",SCCO,Southern Copper Corporation Common Stock,1,True,5/09/2024,104.33915027692277,108.4480784442735,108.05104064941406,788173,1380305.2,0.5710135700423355,0.00017699209273315498,0.03938050249063158,-0.003661086490006024,0.03575852920399947,2024-05-09,yfinance
VIK,VIKING HOLDINGS LTD,CIK,"Credit Suisse Asset Management Income Fund, Inc. Common Stock",1,True,5/01/2024,2.4708381556309793,2.4793877601623535,2.4793877601623535,124700,350660.0,0.3556151257628472,-6.180225179691731e-08,0.003460204186943557,0.0,0.0034601421708433497,2024-05-01,yfinance
LSH,LAKESIDE HOLDING LTD,PSH,PGIM Short Duration High Yield ETF,1,True,6/28/2024,45.21487178391228,45.21487178391228,45.1251220703125,2100,3400.0,0.6176470588235294,0.00169016085800603,0.0,-0.001984960037677538,-0.0002981540814318968,2024-06-28,yfinance
LB,LANDBRIDGE CO LLC,KB,KB Financial Group Inc,1,True,6/28/2024,54.40660197756181,54.869226312210344,54.56081008911133,201700,280860.0,0.718151392152674,0.010924128389469583,0.008503091864463894,-0.005620932603352244,0.013789455300035922,2024-06-28,yfinance
LB,LANDBRIDGE CO LLC,LH,Labcorp Holdings Inc. Common Stock,1,True,6/28/2024,201.69182398924454,201.97690223510543,200.0502166748047,712500,654620.0,1.0884177079832575,0.0013664640176892042,0.0014134348146709692,-0.009539138084502538,-0.006783844107115449,2024-06-28,yfinance
LB,LANDBRIDGE CO LLC,PB,"Prosperity Bancshares, Inc. Common Stock",1,True,6/28/2024,57.80688853816455,58.930832312423874,58.235511779785156,874300,599140.0,1.4592582701872685,0.00763747468716784,0.019443076814578727,-0.011798926052027427,0.015108847938708161,2024-06-28,yfinance
RECT,RECTITUDE HOLDINGS LTD.,DECT,AllianzIM U.S. Large Cap Buffer10 Dec ETF,1,True,6/21/2024,30.950000762939453,31.010000228881836,30.993999481201172,1500,1560.0,0.9615384615384616,-0.0012907069530213072,0.001938593359074425,-0.000515986699856952,0.00012906454057916557,2024-06-21,yfinance
TEM,"TEMPUS AI, INC.",FEM,First Trust Emerging Markets AlphaDEX Fund,1,True,6/14/2024,22.477227815492625,22.571077018516434,22.542922973632812,31400,40080.0,0.783433133732535,-0.002083316551506097,0.004175301500442224,-0.001247350530084345,0.0008333373556404559,2024-06-14,yfinance
TEM,"TEMPUS AI, INC.",GEM,Goldman Sachs ActiveBeta Emerging Markets Equity ETF,1,True,6/14/2024,30.747918905481445,30.90989875793457,30.90989875793457,77200,42900.0,1.7995337995337994,-0.0030892928573156555,0.005267994004766589,0.0,0.0021624267711996266,2024-06-14,yfinance
TEM,"TEMPUS AI, INC.",REM,iShares Mortgage Real Estate ETF,1,True,6/14/2024,19.0014632726783,19.113641938774318,19.053237915039062,239000,265500.0,0.9001883239171374,-0.0040704791357713795,0.005903685652321119,-0.003160257157099864,-0.0013567989302362222,2024-06-14,yfinance
TEM,"TEMPUS AI, INC.",TSM,Taiwan Semiconductor Manufacturing Company Ltd.,1,True,6/14/2024,168.55391909241558,170.1610605135459,169.05369567871094,9192500,14770420.0,0.6223587413221832,-0.005262715737689465,0.009534880172374612,-0.006507745259067661,-0.002313235791650649,2024-06-14,yfinance
TEM,"TEMPUS AI, INC.",TWM,ProShares UltraShort Russell2000,1,True,6/14/2024,53.368384647108975,54.18873696550299,53.73298645019531,938760,874068.0,1.0740125482227927,0.025393915253092383,0.015371503631194397,-0.008410428823941997,0.03239919511770018,2024-06-14,yfinance
WAY,WAYSTAR HOLDING CORP.,SAY,Saratoga Investment Corp 8.125% Notes due 2027,1,True,6/07/2024,22.173838969664054,22.224374404118905,22.200437545776367,2500,4460.0,0.5605381165919282,-0.0023934120916253936,0.0022790566182061705,-0.0010770543146582864,-0.0011967354676574646,2024-06-07,yfinance
WAY,WAYSTAR HOLDING CORP.,WAT,Waters Corporation Common Stock,1,True,6/07/2024,300.6300048828125,304.67999267578125,302.0899963378906,453600,661660.0,0.6855484690022066,0.0002662355451462173,0.013471668586598538,-0.008500710253878451,0.005123968083414784,2024-06-07,yfinance
RAPP,"RAPPORT THERAPEUTICS, INC.",DAPP,VanEck Digital Transformation ETF,1,True,6/07/2024,11.163826452821118,11.530486387269372,10.768219947814941,331400,168660.0,1.9648997984110044,-0.006866895268179544,0.032843571690923105,-0.06610878447383077,-0.042060018184346376,2024-06-07,yfinance
GAUZ,GAUZY LTD.,HAUZ,Xtrackers International Real Estate ETF,1,True,6/06/2024,19.538722924719657,19.63015214334466,19.602724075317383,64500,60000.0,1.075,-0.007892377662928675,0.0046793855963497746,-0.0013972417445870804,-0.00464262436067914,2024-06-06,yfinance
FLYE,"FLY-E GROUP, INC.",FLYW,Flywire Corporation - Voting Common Stock,1,True,6/06/2024,17.239999771118164,17.674999237060547,17.3700008392334,887700,1096260.0,0.8097531607465382,-0.0017371561001911324,0.025231987918650032,-0.017255921413995567,0.005790409891087856,2024-06-06,yfinance
CON,"CONCENTRA GROUP HOLDINGS PARENT, INC.",DON,WisdomTree U.S. MidCap Dividend Fund,1,True,7/25/2024,46.77608931948295,47.73031161709727,47.142356872558594,172900,210940.0,0.8196643595335167,0.0020648494955495117,0.020399787829566893,-0.012318267461888284,0.009911248067714413,2024-07-25,yfinance
LINE,"LINEAGE, INC.",LIND,Lindblad Expeditions Holdings Inc.  - Common Stock,1,True,7/25/2024,9.739999771118164,10.140000343322754,9.520000457763672,175600,210040.0,0.8360312321462579,-0.0030706944974263485,0.041067821519945404,-0.061143970864592265,-0.025588535136796133,2024-07-25,yfinance
LINE,"LINEAGE, INC.",PINE,"Alpine Income Property Trust, Inc. Common Stock",1,True,7/25/2024,15.504251840023729,15.765964155290991,15.486202239990234,58300,45140.0,1.2915374390784227,0.006444158714194076,0.016880035100543214,-0.017744675336387197,0.005272485633269057,2024-07-25,yfinance
NVA,NOVA MINERALS LTD,JVA,"Coffee Holding Co., Inc. - Common Stock",1,True,7/24/2024,2.619999885559082,2.799999952316284,2.430000066757202,106600,153780.0,0.6931980751723241,-0.060931927820184195,0.06870231855708342,-0.13214281852147952,-0.1290322222286788,2024-07-24,yfinance
NVA,NOVA MINERALS LTD,NCA,Nuveen California Municipal Value Fund,1,True,7/24/2024,8.269379615783691,8.288281487525092,8.269379615783691,67200,50020.0,1.3434626149540183,-0.0045508324575918805,0.002285766601562543,-0.0022805537878811373,-0.0045508324575918805,2024-07-24,yfinance
NVA,NOVA MINERALS LTD,NVS,Novartis AG Common Stock,1,True,7/24/2024,104.36719108369584,105.85195385339476,105.36988830566406,2212300,1945080.0,1.1373825241121187,0.005106751848583591,0.014226336402100087,-0.004554148791607197,0.01476321320770812,2024-07-24,yfinance
OS,"ONESTREAM, INC.",OZ,"Belpointe PREP, LLC Class A Units",1,True,7/24/2024,67.0,71.98999786376953,71.0,10000,3940.0,2.5380710659898478,0.00754908257501756,0.07447758005626166,-0.013751880721582413,0.06770126660934697,2024-07-24,yfinance
PGHL,"DIRECTBOOKING TECHNOLOGY CO., LTD.",LGHL,Lion Group Holding Ltd. - American Depositary Share,1,True,7/23/2024,234.0,234.0,224.89999389648438,355,217.6,1.631433823529412,0.01123598172901735,0.0,-0.038888914972288996,-0.028089888381361592,2024-07-23,yfinance
ARDT,"ARDENT HEALTH, INC.",ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,1,True,7/18/2024,24.3799991607666,25.010000228881836,23.420000076293945,400100,478740.0,0.8357354722814053,0.004118553183406413,0.025840897858973703,-0.06357457569119652,-0.035420122983134024,2024-07-18,yfinance
ICON,ICON ENERGY CORP,UCON,First Trust Smith Unconstrained Bond ETF,1,True,7/12/2024,23.045933027045585,23.045933027045585,22.99937629699707,522100,682140.0,0.765385404755622,0.004056888596391533,0.0,-0.0020201711943655344,0.002028521792544819,2024-07-12,yfinance
AZI,AUTOZI INTERNET TECHNOLOGY (GLOBAL) LTD.,AZO,"AutoZone, Inc. Common Stock",1,True,8/28/2024,3190.199951171875,3211.330078125,3196.699951171875,60600,86180.0,0.7031793919702948,0.0026242133536634868,0.0066234490867455335,-0.0045557842380584855,0.0046670500054554415,2024-08-28,yfinance
SPAI,SAFE PRO GROUP INC.,SLAI,SOLAI Limited American Depositary Shares (each representing one hundred (100) Class A Ordinary Shares),1,True,8/28/2024,2.5,2.569999933242798,2.430000066757202,20800,65940.0,0.3154382772217167,0.004016060411629196,0.02799997329711914,-0.05447465763508616,-0.02409636246977518,2024-08-28,yfinance
WOK,WORK MEDICAL TECHNOLOGY GROUP LTD,AOK,iShares Core 30/70 Conservative Allocation ETF,1,True,8/23/2024,36.24373042545464,36.37687395882861,36.357852935791016,34700,64700.0,0.5363214837712519,0.004480688789561564,0.0036735604147540646,-0.0005228877846711995,0.00764354913653522,2024-08-23,yfinance
WOK,WORK MEDICAL TECHNOLOGY GROUP LTD,WLK,Westlake Corporation Common Stock,1,True,8/23/2024,142.7662791291518,146.84947889891066,146.4227294921875,475200,308640.0,1.5396578538102643,0.018121272389833534,0.02860058968172061,-0.0029060328298265866,0.04419682691679906,2024-08-23,yfinance
YXT,YXT.COM GROUP HOLDING LTD,TXT,Textron Inc. Common Stock,1,True,8/16/2024,87.71963124433042,87.96926025049986,87.80950164794922,683400,765640.0,0.8925865942218275,0.00045565145520495967,0.0028457598672996776,-0.0018160730475135604,0.0014806369906383819,2024-08-16,yfinance
