Target_Ticker,Target_Name,Candidate_Ticker,Candidate_Name,Distance,Keyboard_Proximate
VMAR,Vision Marine Technologies Inc. - Common Shares,PMAR,Innovator U.S. Equity Power Buffer ETF - March,1,False
VMAR,Vision Marine Technologies Inc. - Common Shares,QMAR,FT Vest Nasdaq-100 Buffer ETF - March,1,False
VMAR,Vision Marine Technologies Inc. - Common Shares,TMAR,FT Vest Emerging Markets Buffer ETF - March,1,False
VMAR,Vision Marine Technologies Inc. - Common Shares,UMAR,Innovator U.S. Equity Ultra Buffer ETF - March,1,False
VMAR,Vision Marine Technologies Inc. - Common Shares,XMAR,FT Vest U.S. Equity Enhance & Moderate Buffer ETF - March,1,False
VMAR,Vision Marine Technologies Inc. - Common Shares,YMAR,FT Vest International Equity Moderate Buffer ETF - March,1,False
VMAR,Vision Marine Technologies Inc. - Common Shares,ZMAR,Innovator Equity Defined Protection ETF - 1 Yr March,1,False
WBD,"Warner Bros. Discovery, Inc. - Series A Common Stock",WRD,WeRide Inc. - American Depositary Shares,1,False
WBD,"Warner Bros. Discovery, Inc. - Series A Common Stock",WWD,"Woodward, Inc. - Common Stock",1,False
WBD,"Warner Bros. Discovery, Inc. - Series A Common Stock",BBD,Banco Bradesco Sa American Depositary Shares,1,False
WBD,"Warner Bros. Discovery, Inc. - Series A Common Stock",DBD,Diebold Nixdorf Incorporated Common stock,1,False
WBD,"Warner Bros. Discovery, Inc. - Series A Common Stock",IBD,Inspire Corporate Bond ETF,1,False
WBD,"Warner Bros. Discovery, Inc. - Series A Common Stock",PBD,Invesco Global Clean Energy ETF,1,False
WBD,"Warner Bros. Discovery, Inc. - Series A Common Stock",WBS,Webster Financial Corporation Common Stock,1,True
WBD,"Warner Bros. Discovery, Inc. - Series A Common Stock",WD,"Walker & Dunlop, Inc Common Stock",1,False
WBD,"Warner Bros. Discovery, Inc. - Series A Common Stock",WHD,"Cactus, Inc. Class A Common Stock",1,True
SOXL,Direxion Daily Semiconductor Bull 3X Shares,BOXL,Boxlight Corporation - Class A Common Stock,1,False
SOXL,Direxion Daily Semiconductor Bull 3X Shares,SIXL,ETC 6 Meridian Low Beta Equity ETF,1,True
SOXL,Direxion Daily Semiconductor Bull 3X Shares,SPXL,Direxion Daily S&P 500 Bull 3X Shares,1,True
WOK,WORK Medical Technology Group LTD - Class A Ordinary Shares,AOK,iShares Core 30/70 Conservative Allocation ETF,1,True
WOK,WORK Medical Technology Group LTD - Class A Ordinary Shares,NOK,Nokia Corporation Sponsored American Depositary Shares,1,False
WOK,WORK Medical Technology Group LTD - Class A Ordinary Shares,ROK,"Rockwell Automation, Inc. Common Stock",1,False
WOK,WORK Medical Technology Group LTD - Class A Ordinary Shares,TOK,iShares MSCI Kokusai ETF,1,False
WOK,WORK Medical Technology Group LTD - Class A Ordinary Shares,WK,Workiva Inc. Class A Common Stock,1,False
WOK,WORK Medical Technology Group LTD - Class A Ordinary Shares,WLK,Westlake Corporation Common Stock,1,True
WOK,WORK Medical Technology Group LTD - Class A Ordinary Shares,WMK,"Weis Markets, Inc. Common Stock",1,False
WOK,WORK Medical Technology Group LTD - Class A Ordinary Shares,WOW,"WideOpenWest, Inc. Common Stock",1,False
AAPL,Apple Inc. - Common Stock,AAL,"American Airlines Group, Inc. - Common Stock",1,False
AAPL,Apple Inc. - Common Stock,AMPL,"Amplitude, Inc. - Class A Common Stock",1,False
AAPL,Apple Inc. - Common Stock,AAP,Advance Auto Parts Inc.,1,False
AAPL,Apple Inc. - Common Stock,CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,1,False
AAPL,Apple Inc. - Common Stock,PAPL,Pineapple Financial Inc. Common Stock,1,False
FOLD,"Amicus Therapeutics, Inc. - Common Stock",BOLD,"Boundless Bio, Inc. - Common Stock",1,False
FOLD,"Amicus Therapeutics, Inc. - Common Stock",COLD,"Americold Realty Trust, Inc. Common Stock",1,True
FOLD,"Amicus Therapeutics, Inc. - Common Stock",FCLD,Fidelity Cloud Computing ETF,1,False
FOLD,"Amicus Therapeutics, Inc. - Common Stock",FYLD,Cambria Foreign Shareholder Yield ETF,1,False
FOLD,"Amicus Therapeutics, Inc. - Common Stock",GOLD,"Gold.com, Inc. Common Stock",1,True
FOLD,"Amicus Therapeutics, Inc. - Common Stock",HOLD,Harbor Alpha Layering ETF,1,False
FOLD,"Amicus Therapeutics, Inc. - Common Stock",KOLD,ProShares UltraShort Bloomberg Natural Gas,1,False
TQQQ,ProShares UltraPro QQQ,GQQQ,Astoria US Quality Growth Kings ETF,1,True
TQQQ,ProShares UltraPro QQQ,IQQQ,ProShares Nasdaq-100 High Income ETF,1,False
TQQQ,ProShares UltraPro QQQ,KQQQ,Kurv Technology Titans Select ETF,1,False
TQQQ,ProShares UltraPro QQQ,MQQQ,Tradr 2X Long Innovation 100 Monthly ETF,1,False
TQQQ,ProShares UltraPro QQQ,QQQ,"Invesco QQQ Trust, Series 1",1,False
TQQQ,ProShares UltraPro QQQ,SQQQ,ProShares UltraPro Short QQQ,1,False
TQQQ,ProShares UltraPro QQQ,YQQQ,YieldMax Short N100 Option Income Strategy ETF,1,True
TQQQ,ProShares UltraPro QQQ,CQQQ,Invesco China Technology ETF,1,False
ASST,"Strive, Inc. - Class A Common Stock",AMST,Amesite Inc. - Common Stock,1,False
ASST,"Strive, Inc. - Class A Common Stock",AQST,"Aquestive Therapeutics, Inc. - Common Stock",1,False
ASST,"Strive, Inc. - Class A Common Stock",ASRT,"Assertio Holdings, Inc. - Common Stock",1,False
ASST,"Strive, Inc. - Class A Common Stock",ASTS,"AST SpaceMobile, Inc. - Class A Common Stock",1,False
ASST,"Strive, Inc. - Class A Common Stock",AUST,Austin Gold Corp. Common Shares,1,False
ASST,"Strive, Inc. - Class A Common Stock",GSST,Goldman Sachs Ultra Short Bond ETF,1,False
ASST,"Strive, Inc. - Class A Common Stock",MSST,YieldMax MSTR Performance & Distribution Target 25 ETF,1,False
ASST,"Strive, Inc. - Class A Common Stock",RSST,Return Stacked U.S. Stocks & Managed Futures ETF,1,False
ASST,"Strive, Inc. - Class A Common Stock",SST,"System1, Inc. Class A Common Stock",1,False
AVGO,Broadcom Inc. - Common Stock,ANGO,"AngioDynamics, Inc. - Common Stock",1,False
AVGO,Broadcom Inc. - Common Stock,AUGO,Aura Minerals Inc. - Common Shares,1,False
AVGO,Broadcom Inc. - Common Stock,AVO,"Mission Produce, Inc. - Common Stock",1,False
AVGO,Broadcom Inc. - Common Stock,EVGO,EVgo Inc. - Common Stock,1,False
AVGO,Broadcom Inc. - Common Stock,AGO,Assured Guaranty Ltd. Common Stock,1,False
AAL,"American Airlines Group, Inc. - Common Stock",AAPL,Apple Inc. - Common Stock,1,False
AAL,"American Airlines Group, Inc. - Common Stock",ABL,"Abacus Global Management, Inc. - Class A Common Stock",1,False
AAL,"American Airlines Group, Inc. - Common Stock",AMAL,Amalgamated Financial Corp. - Common Stock,1,False
AAL,"American Airlines Group, Inc. - Common Stock",ANL,Adlai Nortye Ltd. - American Depositary Shares,1,False
AAL,"American Airlines Group, Inc. - Common Stock",AVL,Direxion Daily AVGO Bull 2X Shares,1,False
AAL,"American Airlines Group, Inc. - Common Stock",PAL,"Proficient Auto Logistics, Inc. - Common Stock",1,False
AAL,"American Airlines Group, Inc. - Common Stock",UAL,"United Airlines Holdings, Inc. - Common Stock",1,False
AAL,"American Airlines Group, Inc. - Common Stock",AA,Alcoa Corporation Common Stock ,1,False
AAL,"American Airlines Group, Inc. - Common Stock",AAP,Advance Auto Parts Inc.,1,True
AAL,"American Airlines Group, Inc. - Common Stock",AFL,AFLAC Incorporated Common Stock,1,False
AAL,"American Airlines Group, Inc. - Common Stock",AGL,"agilon health, inc. Common Stock",1,False
AAL,"American Airlines Group, Inc. - Common Stock",AHL,Aspen Insurance Holdings Limited Class A Ordinary Shares,1,False
AAL,"American Airlines Group, Inc. - Common Stock",AL,Air Lease Corporation Class A Common Stock,1,False
AAL,"American Airlines Group, Inc. - Common Stock",ALL,Allstate Corporation (The) Common Stock,1,False
AAL,"American Airlines Group, Inc. - Common Stock",ARL,"American Realty Investors, Inc. Common Stock",1,False
AAL,"American Airlines Group, Inc. - Common Stock",AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),1,False
AAL,"American Airlines Group, Inc. - Common Stock",AXL,"American Axle & Manufacturing Holdings, Inc. Common Stock",1,False
AAL,"American Airlines Group, Inc. - Common Stock",CAL,"Caleres, Inc. Common Stock",1,False
AAL,"American Airlines Group, Inc. - Common Stock",DAL,"Delta Air Lines, Inc. Common Stock",1,False
AAL,"American Airlines Group, Inc. - Common Stock",GAL,State Street Global Allocation ETF,1,False
AAL,"American Airlines Group, Inc. - Common Stock",HAL,Halliburton Company Common Stock,1,False
AAL,"American Airlines Group, Inc. - Common Stock",RAL,Ralliant Corporation Common Stock,1,False
AAL,"American Airlines Group, Inc. - Common Stock",TAL,TAL Education Group American Depositary Shares,1,False
AAL,"American Airlines Group, Inc. - Common Stock",VAL,Valaris Limited Common Shares,1,False
AAL,"American Airlines Group, Inc. - Common Stock",WAL,Western Alliance Bancorporation Common Stock (DE),1,True
OPEN,Opendoor Technologies Inc  - Common Stock,OGEN,Oragenics Inc. Common Stock,1,False
OPEN,Opendoor Technologies Inc  - Common Stock,PEN,"Penumbra, Inc. Common Stock",1,False
TSLS,Direxion Daily TSLA Bear 1X Shares,SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",1,False
TSLS,Direxion Daily TSLA Bear 1X Shares,TLS,Telos Corporation - Common Stock,1,False
TSLS,Direxion Daily TSLA Bear 1X Shares,TPLS,Thornburg Core Plus Bond ETF,1,False
TSLS,Direxion Daily TSLA Bear 1X Shares,TSLA,"Tesla, Inc.  - Common Stock",1,True
TSLS,Direxion Daily TSLA Bear 1X Shares,TGLS,Tecnoglass Inc. Ordinary Shares,1,False
TSLS,Direxion Daily TSLA Bear 1X Shares,TSLX,"Sixth Street Specialty Lending, Inc. Common Stock",1,True
IBIT,iShares Bitcoin Trust ETF,IBIO,"iBio, Inc. - Common Stock",1,False
IBIT,iShares Bitcoin Trust ETF,ILIT,iShares Lithium Miners and Producers ETF,1,False
IBIT,iShares Bitcoin Trust ETF,XBIT,XBiotech Inc. - Common Stock,1,False
IBIT,iShares Bitcoin Trust ETF,BIT,BlackRock Multi-Sector Income Trust Common Shares of Beneficial Interest,1,False
IBIT,iShares Bitcoin Trust ETF,EBIT,Harbor AlphaEdge Small Cap Earners ETF,1,False
RIVN,"Rivian Automotive, Inc. - Class A Common Stock",FIVN,"Five9, Inc. - Common Stock",1,True
RIVN,"Rivian Automotive, Inc. - Class A Common Stock",LIVN,LivaNova PLC - Ordinary Shares,1,False
RIVN,"Rivian Automotive, Inc. - Class A Common Stock",DIVN,Horizon Dividend Income ETF,1,True
QQQ,"Invesco QQQ Trust, Series 1",GQQQ,Astoria US Quality Growth Kings ETF,1,False
QQQ,"Invesco QQQ Trust, Series 1",IQQQ,ProShares Nasdaq-100 High Income ETF,1,False
QQQ,"Invesco QQQ Trust, Series 1",KQQQ,Kurv Technology Titans Select ETF,1,False
QQQ,"Invesco QQQ Trust, Series 1",MQQQ,Tradr 2X Long Innovation 100 Monthly ETF,1,False
QQQ,"Invesco QQQ Trust, Series 1",QXQ,SGI Enhanced Nasdaq-100 ETF,1,False
QQQ,"Invesco QQQ Trust, Series 1",YQQQ,YieldMax Short N100 Option Income Strategy ETF,1,False
QQQ,"Invesco QQQ Trust, Series 1",CQQQ,Invesco China Technology ETF,1,False
TRIB,Trinity Biotech plc - American Depositary Shares,TRIN,Trinity Capital Inc. - Common Stock,1,True
TRIB,Trinity Biotech plc - American Depositary Shares,TRIP,"TripAdvisor, Inc. - Common Stock",1,False
TRIB,Trinity Biotech plc - American Depositary Shares,TRMB,Trimble Inc. - Common Stock,1,False
NFLX,"Netflix, Inc. - Common Stock",FLX,BingEx Limited - American Depositary Shares,1,False
NFLX,"Netflix, Inc. - Common Stock",MFLX,First Trust Flexible Municipal High Income ETF,1,True
NFLX,"Netflix, Inc. - Common Stock",OFLX,"Omega Flex, Inc. - Common Stock",1,False
NFLX,"Netflix, Inc. - Common Stock",JFLX,JPMorgan Flexible Debt ETF,1,True
NFLX,"Netflix, Inc. - Common Stock",XFLX,FundX Flexible ETF,1,False
CGC,Canopy Growth Corporation - Common Shares,BGC,"BGC Group, Inc. - Class A Common Stock",1,False
CGC,Canopy Growth Corporation - Common Shares,CAC,Camden National Corporation - Common Stock,1,False
CGC,Canopy Growth Corporation - Common Shares,CBC,"Central Bancompany, Inc. - Class A Common Stock",1,True
CGC,Canopy Growth Corporation - Common Shares,CCC,CCC Intelligent Solutions Holdings Inc. - Common Stock,1,False
CGC,Canopy Growth Corporation - Common Shares,CCG,Cheche Group Inc. - Class A Ordinary Shares,1,False
CGC,Canopy Growth Corporation - Common Shares,CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,1,False
CGC,Canopy Growth Corporation - Common Shares,CG,The Carlyle Group Inc. - Common Stock,1,False
CGC,Canopy Growth Corporation - Common Shares,PGC,Peapack-Gladstone Financial Corporation - Common Stock,1,False
CGC,Canopy Growth Corporation - Common Shares,RGC,Regencell Bioscience Holdings Limited - Ordinary Shares,1,False
CGC,Canopy Growth Corporation - Common Shares,SGC,"Superior Group of Companies, Inc. - Common Stock",1,False
CGC,Canopy Growth Corporation - Common Shares,CC,Chemours Company (The) Common Stock,1,False
CGC,Canopy Growth Corporation - Common Shares,CMC,Commercial Metals Company Common Stock,1,False
CGC,Canopy Growth Corporation - Common Shares,CNC,Centene Corporation Common Stock,1,False
CGC,Canopy Growth Corporation - Common Shares,CRC,California Resources Corporation Common Stock,1,False
CGC,Canopy Growth Corporation - Common Shares,GCC,WisdomTree EnhancedContinuous Commodity Index Fund,1,False
CGC,Canopy Growth Corporation - Common Shares,IGC,"IGC Pharma, Inc. Common Stock",1,False
CGC,Canopy Growth Corporation - Common Shares,KGC,Kinross Gold Corporation Common Stock,1,False
CGC,Canopy Growth Corporation - Common Shares,MGC,Vanguard Mega Cap ETF,1,False
PLTR,Palantir Technologies Inc. - Class A Common Stock,DLTR,"Dollar Tree, Inc. - Common Stock",1,False
PLTR,Palantir Technologies Inc. - Class A Common Stock,KLTR,"Kaltura, Inc. - Common Stock",1,False
PLTR,Palantir Technologies Inc. - Class A Common Stock,PLMR,"Palomar Holdings, Inc. - Common stock",1,False
PLTR,Palantir Technologies Inc. - Class A Common Stock,PLTK,Playtika Holding Corp. - Common Stock,1,False
PLTR,Palantir Technologies Inc. - Class A Common Stock,PLUR,Pluri Inc. - Common Stock,1,False
PLTR,Palantir Technologies Inc. - Class A Common Stock,PMTR,Perimeter Acquisition Corp. I - Class A Ordinary Shares,1,False
PLTR,Palantir Technologies Inc. - Class A Common Stock,PSTR,PeakShares Sector Rotation ETF,1,False
PLTR,Palantir Technologies Inc. - Class A Common Stock,FLTR,VanEck IG Floating Rate ETF,1,False
PLTR,Palantir Technologies Inc. - Class A Common Stock,GLTR,abrdn Physical Precious Metals Basket Shares ETF,1,False
AMZN,"Amazon.com, Inc. - Common Stock",ALZN,"Alzamend Neuro, Inc. - Common Stock",1,False
AMZN,"Amazon.com, Inc. - Common Stock",AMGN,Amgen Inc. - Common Stock,1,False
AMZN,"Amazon.com, Inc. - Common Stock",AZN,AstraZeneca PLC - American Depositary Shares,1,False
AMZN,"Amazon.com, Inc. - Common Stock",AIZN,"Assurant, Inc. 5.25% Subordinated Notes due 2061",1,False
AMZN,"Amazon.com, Inc. - Common Stock",AMN,AMN Healthcare Services Inc,1,False
AMZN,"Amazon.com, Inc. - Common Stock",AMZE,"Amaze Holdings, Inc. Common Stock",1,False
RGTI,"Rigetti Computing, Inc.  - Common stock",RGTIW,"Rigetti Computing, Inc.  - Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",1,False
RGTI,"Rigetti Computing, Inc.  - Common stock",RMTI,"Rockwell Medical, Inc. - Common Stock",1,False
DNN,Denison Mines Corp Ordinary Shares (Canada),DENN,Denny's Corporation - Common Stock,1,False
DNN,Denison Mines Corp Ordinary Shares (Canada),DYN,"Dyne Therapeutics, Inc. - Common Stock",1,False
DNN,Denison Mines Corp Ordinary Shares (Canada),NN,NextNav Inc. - Common stock,1,False
DNN,Denison Mines Corp Ordinary Shares (Canada),DAN,Dana Incorporated Common Stock ,1,False
DNN,Denison Mines Corp Ordinary Shares (Canada),DIN,"Dine Brands Global, Inc. Common Stock",1,False
DNN,Denison Mines Corp Ordinary Shares (Canada),DLN,WisdomTree U.S. LargeCap Dividend Fund,1,False
DNN,Denison Mines Corp Ordinary Shares (Canada),DNA,"Ginkgo Bioworks Holdings, Inc. Class A Common Stock",1,False
DNN,Denison Mines Corp Ordinary Shares (Canada),DON,WisdomTree U.S. MidCap Dividend Fund,1,False
DNN,Denison Mines Corp Ordinary Shares (Canada),DRN,Direxion Daily Real Estate Bull 3X Shares,1,False
DNN,Denison Mines Corp Ordinary Shares (Canada),DVN,Devon Energy Corporation Common Stock,1,False
DNN,Denison Mines Corp Ordinary Shares (Canada),INN,"Summit Hotel Properties, Inc. Common Stock",1,False
DNN,Denison Mines Corp Ordinary Shares (Canada),LNN,Lindsay Corporation Common Stock,1,False
DNN,Denison Mines Corp Ordinary Shares (Canada),NNN,"NNN REIT, Inc. Common Stock",1,False
DNN,Denison Mines Corp Ordinary Shares (Canada),SNN,"Smith & Nephew SNATS, Inc. Common Stock",1,True
NVD,GraniteShares 2x Short NVDA Daily ETF,NVDA,NVIDIA Corporation - Common Stock,1,False
NVD,GraniteShares 2x Short NVDA Daily ETF,AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),1,False
NVD,GraniteShares 2x Short NVDA Daily ETF,FVD,First Trust VL Dividend,1,False
NVD,GraniteShares 2x Short NVDA Daily ETF,NAD,Nuveen Quality Municipal Income Fund Common Stock,1,False
NVD,GraniteShares 2x Short NVDA Daily ETF,NGD,New Gold Inc.,1,True
NVD,GraniteShares 2x Short NVDA Daily ETF,NVO,Novo Nordisk A/S Common Stock,1,False
NVD,GraniteShares 2x Short NVDA Daily ETF,NVR,"NVR, Inc. Common Stock",1,True
NVD,GraniteShares 2x Short NVDA Daily ETF,NVS,Novartis AG Common Stock,1,True
HIHO,Highway Holdings Limited - Common Stock,HIPO,Hippo Holdings Inc. Common Stock,1,False
BITO,ProShares Bitcoin ETF,BITF,Bitfarms Ltd. - Common Stock,1,False
BITO,ProShares Bitcoin ETF,IBTO,iShares iBonds Dec 2033 Term Treasury ETF,1,False
BITO,ProShares Bitcoin ETF,NITO,"N2OFF, Inc. - Common Stock",1,True
BITO,ProShares Bitcoin ETF,BIO,"Bio-Rad Laboratories, Inc. Class A Common Stock",1,False
BITO,ProShares Bitcoin ETF,BTO,John Hancock Financial Opportunities Fund Common Stock,1,False
MARA,"MARA Holdings, Inc. - Common Stock",MAMA,"Mama's Creations, Inc. - Common Stock",1,False
MARA,"MARA Holdings, Inc. - Common Stock",MAR,Marriott International - Class A Common Stock,1,False
MARA,"MARA Holdings, Inc. - Common Stock",MIRA,"MIRA Pharmaceuticals, Inc. - Common Stock",1,False
MARA,"MARA Holdings, Inc. - Common Stock",TARA,"Protara Therapeutics, Inc.  - Common Stock",1,False
MARA,"MARA Holdings, Inc. - Common Stock",GARA,Guinness Atkinson Real Assets Income ETF,1,False
MARA,"MARA Holdings, Inc. - Common Stock",MAA,"Mid-America Apartment Communities, Inc. Common Stock",1,False
