Target,Candidate,Overall_Corr,Best_Time,Best_Time_Corr,Correlation_Lift,General_Corr_At_Best_Time,Distance,Target_Name,Candidate_Name,Buying_Pressure_Corr_All
PLUG,PLUR,0.0029150100394496545,15:30:00,0.4126970734250222,0.40978206338557255,-0.25323613165199255,1,"Plug Power, Inc. - Common Stock",Pluri Inc. - Common Stock,
PLUG,PLUS,0.020152800880515298,20:00:00,0.2943253155774934,0.2741725146969781,0.18671101477758478,1,"Plug Power, Inc. - Common Stock",ePlus inc. - Common Stock,
PLUG,PAUG,-0.17493391909277753,N/A,0.0,,,1,"Plug Power, Inc. - Common Stock",Innovator U.S. Equity Power Buffer ETF - August,0.29868799569470794
PLUG,PLAG,0.40497160374336855,N/A,0.0,,,1,"Plug Power, Inc. - Common Stock",Planet Green Holdings Corp. Common Stock,0.03164931436186344
BYND,BAND,-0.01691903806499681,14:30:00,0.36317456353875455,0.3800936016037514,-0.25249661017103137,1,"Beyond Meat, Inc. - Common stock",Bandwidth Inc. - Class A Common Stock,
BYND,BND,-0.021769531465194798,18:00:00,0.18560671285568817,0.20737624432088297,0.05555056479616472,1,"Beyond Meat, Inc. - Common stock",Vanguard Total Bond Market ETF,
BYND,BLND,0.06061119110646615,14:30:00,0.32081392938333175,0.2602027382768656,0.1402446590323918,1,"Beyond Meat, Inc. - Common stock","Blend Labs, Inc. Class A Common Stock",
BYND,BOND,-0.021052445538841825,17:00:00,0.3228563278377151,0.34390877337655695,0.11702778478817072,1,"Beyond Meat, Inc. - Common stock",PIMCO Active Bond Exchange-Traded Fund Exchange-Traded Fund,
BYND,BYD,0.020778771082799578,16:30:00,0.28676883643223555,0.265990065349436,0.04043697219097343,1,"Beyond Meat, Inc. - Common stock",Boyd Gaming Corporation Common Stock,
BYND,MYND,-0.06908885928433173,15:00:00,0.017032571121137586,0.08612143040546931,0.08270781397033891,1,"Beyond Meat, Inc. - Common stock","Mynd.ai, Inc. American Depositary Shares",
TSLA,ESLA,0.3158183653496428,14:30:00,0.5589339107467063,0.24311554539706348,0.4850911362955262,1,"Tesla, Inc.  - Common Stock","Estrella Immunopharma, Inc. - Common Stock",
TSLA,TBLA,0.06215120982810457,16:00:00,0.3137059245432525,0.25155471471514795,0.19590503600709447,1,"Tesla, Inc.  - Common Stock",Taboola.com Ltd. - Ordinary Shares,
TSLA,TELA,0.002741744222244435,16:30:00,0.4903899591383789,0.48764821491613447,0.4931967283540912,1,"Tesla, Inc.  - Common Stock","TELA Bio, Inc. - Common stock",
TSLA,TLSA,-0.035346114594292405,19:00:00,0.5087525638725187,0.544098678466811,0.5642077814303189,1,"Tesla, Inc.  - Common Stock",Tiziana Life Sciences Ltd - Common Shares,
TSLA,TSHA,0.09590143638067719,14:30:00,0.3781922518255745,0.2822908154448973,0.16757220870111897,1,"Tesla, Inc.  - Common Stock","Taysha Gene Therapies, Inc. - Common Stock",
TSLA,STLA,-0.009906165976527869,18:00:00,0.23318479072309026,0.24309095669961814,0.19417292083836343,1,"Tesla, Inc.  - Common Stock",Stellantis N.V. Common Shares,
TSLA,TSLX,-0.08761846977559161,15:30:00,0.31467436630818396,0.4022928360837756,0.19734415016532736,1,"Tesla, Inc.  - Common Stock","Sixth Street Specialty Lending, Inc. Common Stock",
TSLL,TBLL,-0.35789606374574057,15:00:00,0.34113820165629133,0.6990342654020318,0.13402621846332485,1,Direxion Daily TSLA Bull 2X Shares,Invesco Short Term Treasury ETF,
TSLL,TILL,0.014605111570345324,N/A,0.0,,,1,Direxion Daily TSLA Bull 2X Shares,Teucrium Agricultural Strategy No K-1 ETF,0.1627082752547335
TSLL,TOLL,-0.07485478503075625,N/A,0.0,,,1,Direxion Daily TSLA Bull 2X Shares,Tema Monopolies and Oligopolies ETF,0.15273812146610613
TSLL,TSLX,-0.09023316261029188,15:30:00,0.3272941172553994,0.41752727986569127,0.18857754513296052,1,Direxion Daily TSLA Bull 2X Shares,"Sixth Street Specialty Lending, Inc. Common Stock",
ONDS,ODDS,0.5795412436502361,N/A,0.0,,,1,Ondas Holdings Inc. - Common Stock,Pacer BlueStar Digital Entertainment ETF,0.703309660952588
ONDS,BNDS,-0.06713644589155111,16:00:00,0.057989794398726216,0.12512624029027733,-0.07422912347532633,1,Ondas Holdings Inc. - Common Stock,Infrastructure Capital Bond Income ETF,
ONDS,INDS,0.14477415411333402,N/A,0.0,,,1,Ondas Holdings Inc. - Common Stock,Pacer Industrial Real Estate ETF,0.22957399906774387
IVP,IEP,0.05340304742152586,18:30:00,0.5588853312159734,0.5054822837944475,0.11362804119241443,1,"Inspire Veterinary Partners, Inc. - Class A Common Stock",Icahn Enterprises L.P. - Depositary Units representing Limited Partner Interests,
IVP,IVF,-0.02739271216455802,15:00:00,0.09297917388743064,0.12037188605198866,0.2147696127533327,1,"Inspire Veterinary Partners, Inc. - Class A Common Stock","INVO Fertility, Inc. - Common Stock",
IVP,DIVP,0.03520016628873584,N/A,0.0,,,1,"Inspire Veterinary Partners, Inc. - Class A Common Stock",Cullen Enhanced Equity Income ETF,-0.10832396817056719
IVP,IBP,-0.1327217608830798,16:00:00,0.3531592544189768,0.4858810153020566,0.05412602491829232,1,"Inspire Veterinary Partners, Inc. - Class A Common Stock","Installed Building Products, Inc. Common Stock",
IVP,IP,0.05381302386307406,18:30:00,0.1900357000524869,0.13622267618941286,0.0026820754961988935,1,"Inspire Veterinary Partners, Inc. - Class A Common Stock",International Paper Company Common Stock,
IVP,ITP,0.1002884952153609,14:30:00,-0.04457203819855331,-0.1448605334139142,0.22909742318434057,1,"Inspire Veterinary Partners, Inc. - Class A Common Stock","IT Tech Packaging, Inc. Common Stock",
IVP,IVR,0.021837221464420044,14:30:00,0.48608433153107966,0.46424711006665964,0.09384517375950881,1,"Inspire Veterinary Partners, Inc. - Class A Common Stock",INVESCO MORTGAGE CAPITAL INC Common Stock,
IVP,IVZ,-0.04006093604749665,16:30:00,0.25453459499008757,0.29459553103758424,0.09831266646165113,1,"Inspire Veterinary Partners, Inc. - Class A Common Stock",Invesco Ltd Common Stock,
IVP,IWP,0.004674402751564871,19:00:00,0.15967948107325824,0.15500507832169338,0.07833904042464547,1,"Inspire Veterinary Partners, Inc. - Class A Common Stock",iShares Russell Midcap Growth ETF,
IVP,IXP,0.24807044100254227,14:30:00,0.16827995366745782,-0.07979048733508445,0.254133345597751,1,"Inspire Veterinary Partners, Inc. - Class A Common Stock",iShares Global Comm Services ETF,
IVP,RVP,-0.022349279739455642,N/A,0.0,,,1,"Inspire Veterinary Partners, Inc. - Class A Common Stock","Retractable Technologies, Inc. Common Stock",-0.009332686594542986
INTC,BNTC,-0.11504075604593915,19:30:00,0.49194753228822585,0.606988288334165,0.3270398300438934,1,Intel Corporation - Common Stock,Benitec Biopharma Inc. - Common Stock,
INTC,INTA,-0.12325887957274285,19:30:00,0.327925565409357,0.45118444498209986,0.3147052758784851,1,Intel Corporation - Common Stock,"Intapp, Inc. - Common Stock",
INTC,INTG,0.014146849652691737,N/A,0.0,,,1,Intel Corporation - Common Stock,The Intergroup Corporation - Common Stock,-0.1055220666637949
INTC,INTS,-0.011467854482064672,20:00:00,0.23221287552799152,0.2436807300100562,-0.10585500714173023,1,Intel Corporation - Common Stock,"Intensity Therapeutics, Inc. - Common Stock",
INTC,INTU,0.17341602422809002,14:30:00,0.47310750981335337,0.2996914855852634,0.31553006788361937,1,Intel Corporation - Common Stock,Intuit Inc. - Common Stock,
INTC,INTZ,0.051939514939924845,14:30:00,0.17878956307410732,0.12685004813418246,0.1254685178686167,1,Intel Corporation - Common Stock,Intrusion Inc. - Common Stock,
INTC,IRTC,0.08839270092626773,17:00:00,0.3969060997902132,0.30851339886394546,0.15702497035941848,1,Intel Corporation - Common Stock,"iRhythm Technologies, Inc. - Common Stock",
INTC,IETC,0.406728701794708,18:00:00,0.7934045093045221,0.3866758075098141,0.590098018237767,1,Intel Corporation - Common Stock,iShares U.S. Tech Independence Focused ETF,
INTC,INTT,0.19669055069183575,20:30:00,0.08198980290690497,-0.11470074778493078,0.07118945907389176,1,Intel Corporation - Common Stock,inTest Corporation Common Stock,
VMAR,MAR,0.0622178259431191,17:30:00,0.22703291738298415,0.16481509143986506,0.09106565214791128,1,Vision Marine Technologies Inc. - Common Shares,Marriott International - Class A Common Stock,
VMAR,VRAR,-0.05662545263730186,19:30:00,0.46866729365806,0.5252927462953618,-0.02320918570596874,1,Vision Marine Technologies Inc. - Common Shares,"The Glimpse Group, Inc. - Common Stock",
VMAR,BMAR,0.397389962333511,N/A,0.0,,,1,Vision Marine Technologies Inc. - Common Shares,Innovator U.S. Equity Buffer ETF - March,0.7681843500462455
VMAR,DMAR,0.5367747274940107,N/A,0.0,,,1,Vision Marine Technologies Inc. - Common Shares,FT Vest U.S. Equity Deep Buffer ETF - March,0.6544402676502467
VMAR,FMAR,0.12386554210164931,N/A,0.0,,,1,Vision Marine Technologies Inc. - Common Shares,FT Vest U.S. Equity Buffer ETF - March,0.5228831065112967
VMAR,GMAR,0.2493594091993689,N/A,0.0,,,1,Vision Marine Technologies Inc. - Common Shares,FT Vest U.S. Equity Moderate Buffer ETF - March,0.5226624886475307
VMAR,IMAR,0.1483048736518224,N/A,0.0,,,1,Vision Marine Technologies Inc. - Common Shares,Innovator International Developed Power Buffer ETF  March,0.9956105547914412
VMAR,NMAR,0.7911418012778524,N/A,0.0,,,1,Vision Marine Technologies Inc. - Common Shares,Innovator Growth-100 Power Buffer ETF - March,
VMAR,PMAR,0.20330763081923736,N/A,0.0,,,1,Vision Marine Technologies Inc. - Common Shares,Innovator U.S. Equity Power Buffer ETF - March,0.4428588661188418
VMAR,QMAR,0.19710643485784432,N/A,0.0,,,1,Vision Marine Technologies Inc. - Common Shares,FT Vest Nasdaq-100 Buffer ETF - March,0.2770838601447122
VMAR,UMAR,0.1620597597045548,N/A,0.0,,,1,Vision Marine Technologies Inc. - Common Shares,Innovator U.S. Equity Ultra Buffer ETF - March,0.43559150810651825
VMAR,XMAR,0.11207426084127418,N/A,0.0,,,1,Vision Marine Technologies Inc. - Common Shares,FT Vest U.S. Equity Enhance & Moderate Buffer ETF - March,0.3749334525348582
VMAR,YMAR,0.23472519298593122,N/A,0.0,,,1,Vision Marine Technologies Inc. - Common Shares,FT Vest International Equity Moderate Buffer ETF - March,0.37416531911043094
VMAR,ZMAR,-0.03311268611326311,N/A,0.0,,,1,Vision Marine Technologies Inc. - Common Shares,Innovator Equity Defined Protection ETF - 1 Yr March,1.0
WBD,WRD,0.28968813458626974,14:30:00,0.5243268506895764,0.23463871610330667,0.44346832670388076,1,"Warner Bros. Discovery, Inc. - Series A Common Stock",WeRide Inc. - American Depositary Shares,
WBD,WWD,0.29175388422102017,14:30:00,0.6799763787355395,0.38822249451451935,0.5085634818946212,1,"Warner Bros. Discovery, Inc. - Series A Common Stock","Woodward, Inc. - Common Stock",
WBD,BBD,-0.0316797181228993,16:00:00,0.21920598546356718,0.25088570358646645,0.2056572339232596,1,"Warner Bros. Discovery, Inc. - Series A Common Stock",Banco Bradesco Sa American Depositary Shares,
WBD,DBD,0.03178355279274139,19:30:00,0.5552197261593459,0.5234361733666045,0.24106298585419947,1,"Warner Bros. Discovery, Inc. - Series A Common Stock",Diebold Nixdorf Incorporated Common stock,
WBD,IBD,-0.08639464839895854,15:00:00,0.2527364711380798,0.33913111953703834,0.09612425525857113,1,"Warner Bros. Discovery, Inc. - Series A Common Stock",Inspire Corporate Bond ETF,
WBD,PBD,0.08997098327644194,N/A,0.0,,,1,"Warner Bros. Discovery, Inc. - Series A Common Stock",Invesco Global Clean Energy ETF,0.17722553907277777
WBD,WBS,0.09551558211598705,16:30:00,0.34509641651679995,0.2495808344008129,0.130876061647336,1,"Warner Bros. Discovery, Inc. - Series A Common Stock",Webster Financial Corporation Common Stock,
WBD,WD,0.0064880594259025684,15:30:00,0.2335780762010846,0.227090016775182,0.05912683594286445,1,"Warner Bros. Discovery, Inc. - Series A Common Stock","Walker & Dunlop, Inc Common Stock",
WBD,WHD,0.18808112899344714,14:30:00,0.44761040658124995,0.2595292775878028,0.2832220784809049,1,"Warner Bros. Discovery, Inc. - Series A Common Stock","Cactus, Inc. Class A Common Stock",
WOK,AOK,0.09815318593929427,15:30:00,0.459776721577167,0.3616235356378727,0.21972887980490854,1,WORK Medical Technology Group LTD - Class A Ordinary Shares,iShares Core 30/70 Conservative Allocation ETF,
WOK,NOK,-0.021242207837133084,14:30:00,0.18852773579454288,0.20976994363167595,-0.05578145821691671,1,WORK Medical Technology Group LTD - Class A Ordinary Shares,Nokia Corporation Sponsored American Depositary Shares,
WOK,ROK,0.04708473028327546,20:30:00,0.3055849297529044,0.25850019946962893,0.10477020216864726,1,WORK Medical Technology Group LTD - Class A Ordinary Shares,"Rockwell Automation, Inc. Common Stock",
WOK,TOK,0.11952107525645776,N/A,0.0,,,1,WORK Medical Technology Group LTD - Class A Ordinary Shares,iShares MSCI Kokusai ETF,0.8575999182792309
WOK,WK,0.055314011751337225,18:00:00,0.4141890168461597,0.3588750050948225,0.32067713888713734,1,WORK Medical Technology Group LTD - Class A Ordinary Shares,Workiva Inc. Class A Common Stock,
WOK,WLK,0.027440516045739737,17:00:00,0.197820939164933,0.17038042311919327,0.004388309043296036,1,WORK Medical Technology Group LTD - Class A Ordinary Shares,Westlake Corporation Common Stock,
WOK,WMK,-0.04294019927376925,16:00:00,0.1487143671671271,0.19165456644089635,0.2756159256450329,1,WORK Medical Technology Group LTD - Class A Ordinary Shares,"Weis Markets, Inc. Common Stock",
WOK,WOW,0.011886250969849086,20:30:00,0.3579263861123421,0.34604013514249304,0.22826977531426304,1,WORK Medical Technology Group LTD - Class A Ordinary Shares,"WideOpenWest, Inc. Common Stock",
AAPL,AAL,-0.027839989660651324,15:00:00,0.31863159851531847,0.3464715881759698,0.029719832821909604,1,Apple Inc. - Common Stock,"American Airlines Group, Inc. - Common Stock",
AAPL,AMPL,-0.008615395917501741,18:30:00,0.41033605442920085,0.4189514503467026,0.25310578811143275,1,Apple Inc. - Common Stock,"Amplitude, Inc. - Class A Common Stock",
AAPL,AAP,-0.005964178601212421,18:00:00,0.33188795248730407,0.33785213108851647,0.18999268603501304,1,Apple Inc. - Common Stock,Advance Auto Parts Inc.,
AAPL,CAPL,0.011382316136329888,N/A,0.0,,,1,Apple Inc. - Common Stock,CrossAmerica Partners LP Common Units representing limited partner interests,-0.07834997869031773
AAPL,PAPL,-0.09147499420080327,14:30:00,0.45257789833335893,0.5440528925341622,-0.03335839153950071,1,Apple Inc. - Common Stock,Pineapple Financial Inc. Common Stock,
FOLD,BOLD,-0.01526679958246788,14:30:00,0.5987998518662199,0.6140666514486878,0.6414824098662482,1,"Amicus Therapeutics, Inc. - Common Stock","Boundless Bio, Inc. - Common Stock",
FOLD,COLD,-0.02966807754551638,16:30:00,0.44538502416745906,0.47505310171297543,0.06705092593641505,1,"Amicus Therapeutics, Inc. - Common Stock","Americold Realty Trust, Inc. Common Stock",
FOLD,FCLD,0.08006932188967489,N/A,0.0,,,1,"Amicus Therapeutics, Inc. - Common Stock",Fidelity Cloud Computing ETF,-0.0526973392783315
FOLD,FYLD,0.019961924914606927,15:30:00,-0.42968569413337826,-0.44964761904798517,-0.15108116197331525,1,"Amicus Therapeutics, Inc. - Common Stock",Cambria Foreign Shareholder Yield ETF,
FOLD,GOLD,0.02352159170175664,18:00:00,0.3550091821511846,0.33148759044942794,0.17226414906761028,1,"Amicus Therapeutics, Inc. - Common Stock","Gold.com, Inc. Common Stock",
FOLD,HOLD,,N/A,0.0,,,1,"Amicus Therapeutics, Inc. - Common Stock",Harbor Alpha Layering ETF,
FOLD,KOLD,-0.009015329498345154,18:30:00,0.3335660842786221,0.34258141377696727,-0.16334184042195066,1,"Amicus Therapeutics, Inc. - Common Stock",ProShares UltraShort Bloomberg Natural Gas,
TQQQ,GQQQ,0.8796759167964485,N/A,0.0,,,1,ProShares UltraPro QQQ,Astoria US Quality Growth Kings ETF,0.9167816086369626
TQQQ,IQQQ,0.5992826392409087,14:30:00,0.7675271805376291,0.1682445412967204,0.7298070357771509,1,ProShares UltraPro QQQ,ProShares Nasdaq-100 High Income ETF,
TQQQ,KQQQ,0.4214679203873114,17:00:00,0.7540634524033886,0.33259553201607717,0.4599779329904525,1,ProShares UltraPro QQQ,Kurv Technology Titans Select ETF,
TQQQ,MQQQ,0.7264771339903369,N/A,0.0,,,1,ProShares UltraPro QQQ,Tradr 2X Long Innovation 100 Monthly ETF,0.7033882142983446
TQQQ,SQQQ,-0.8232274643498689,18:00:00,-0.7693826587060887,0.05384480564378025,-0.920331373516073,1,ProShares UltraPro QQQ,ProShares UltraPro Short QQQ,
TQQQ,YQQQ,-0.44706485563864334,17:00:00,-0.5706032774220225,-0.1235384217833792,-0.42632727172071383,1,ProShares UltraPro QQQ,YieldMax Short N100 Option Income Strategy ETF,
TQQQ,CQQQ,-0.31078601870728656,16:00:00,0.43679718828509534,0.7475832069923819,0.37650076840801844,1,ProShares UltraPro QQQ,Invesco China Technology ETF,
ASST,AMST,-0.16317333993798214,15:30:00,0.46927908917532085,0.632452429113303,0.3689027037111297,1,"Strive, Inc. - Class A Common Stock",Amesite Inc. - Common Stock,
ASST,AQST,-0.00029287371717541647,20:00:00,0.24555994065099612,0.24585281436817155,0.06923546177397893,1,"Strive, Inc. - Class A Common Stock","Aquestive Therapeutics, Inc. - Common Stock",
ASST,ASRT,0.13034099635833576,20:30:00,0.3271466103043398,0.19680561394600402,0.11000902972046285,1,"Strive, Inc. - Class A Common Stock","Assertio Holdings, Inc. - Common Stock",
ASST,ASTS,0.1907808295966093,14:30:00,0.29101611474633393,0.10023528514972463,0.2831175151815131,1,"Strive, Inc. - Class A Common Stock","AST SpaceMobile, Inc. - Class A Common Stock",
ASST,AUST,0.14232885059848907,15:00:00,0.5455059063862537,0.40317705578776464,0.5234964060989321,1,"Strive, Inc. - Class A Common Stock",Austin Gold Corp. Common Shares,
ASST,GSST,0.0514412088027676,17:00:00,0.48535463962992176,0.43391343082715417,0.23497434846574264,1,"Strive, Inc. - Class A Common Stock",Goldman Sachs Ultra Short Bond ETF,
ASST,MSST,0.5212978976133379,N/A,0.0,,,1,"Strive, Inc. - Class A Common Stock",YieldMax MSTR Performance & Distribution Target 25 ETF,0.626131913025016
ASST,RSST,0.02305954044193952,16:30:00,0.59869000875969,0.5756304683177506,0.41530723680519455,1,"Strive, Inc. - Class A Common Stock",Return Stacked U.S. Stocks & Managed Futures ETF,
ASST,SST,0.34525347474715185,N/A,0.0,,,1,"Strive, Inc. - Class A Common Stock","System1, Inc. Class A Common Stock",0.4485239179558994
AVGO,ANGO,0.10396371308116298,14:30:00,0.5755374826073607,0.47157376952619773,0.15750254353545187,1,Broadcom Inc. - Common Stock,"AngioDynamics, Inc. - Common Stock",
AVGO,AUGO,0.0029780895883501214,16:30:00,0.14552672940848893,0.14254863982013882,0.16054477511338033,1,Broadcom Inc. - Common Stock,Aura Minerals Inc. - Common Shares,
AVGO,AVO,-0.03533545057829922,16:30:00,0.1655607085959326,0.20089615917423181,0.14626782882048486,1,Broadcom Inc. - Common Stock,"Mission Produce, Inc. - Common Stock",
AVGO,EVGO,0.06418527784350647,14:30:00,0.15698849841169793,0.09280322056819146,0.13809346779247564,1,Broadcom Inc. - Common Stock,EVgo Inc. - Common Stock,
AVGO,AGO,-0.031169535101901544,17:30:00,0.49789064145324036,0.5290601765551419,0.3763325075899696,1,Broadcom Inc. - Common Stock,Assured Guaranty Ltd. Common Stock,
AAL,AAPL,-0.027839989660651324,14:30:00,0.245365597149589,0.2732055868102403,-0.0927714899008309,1,"American Airlines Group, Inc. - Common Stock",Apple Inc. - Common Stock,
AAL,ABL,-0.05302092087669436,17:30:00,0.3456151942288918,0.39863611510558616,0.11659809380486395,1,"American Airlines Group, Inc. - Common Stock","Abacus Global Management, Inc. - Class A Common Stock",
AAL,AMAL,0.18329774908156848,16:00:00,0.6232166129041724,0.4399188638226039,0.06204462584213394,1,"American Airlines Group, Inc. - Common Stock",Amalgamated Financial Corp. - Common Stock,
AAL,ANL,0.02320984380598882,N/A,0.0,,,1,"American Airlines Group, Inc. - Common Stock",Adlai Nortye Ltd. - American Depositary Shares,-0.17052676042373827
AAL,AVL,0.02573606830988315,18:30:00,0.41341737955693875,0.38768131124705557,0.15261316682848028,1,"American Airlines Group, Inc. - Common Stock",Direxion Daily AVGO Bull 2X Shares,
AAL,PAL,0.11963277971074214,20:30:00,0.4764551646054847,0.35682238489474255,0.18260981513476354,1,"American Airlines Group, Inc. - Common Stock","Proficient Auto Logistics, Inc. - Common Stock",
AAL,UAL,0.5453627889172025,14:30:00,0.5682900622966295,0.022927273379427016,0.6390744976881791,1,"American Airlines Group, Inc. - Common Stock","United Airlines Holdings, Inc. - Common Stock",
AAL,AA,0.12314818005937915,16:00:00,0.30430112664594766,0.1811529465865685,0.2358410696885322,1,"American Airlines Group, Inc. - Common Stock",Alcoa Corporation Common Stock ,
AAL,AAP,0.17836400966803492,18:30:00,0.46302213067837666,0.2846581210103417,0.21634162063563664,1,"American Airlines Group, Inc. - Common Stock",Advance Auto Parts Inc.,
AAL,AFL,0.1298831139797515,15:30:00,0.2760448289364121,0.14616171495666058,0.09299771657048707,1,"American Airlines Group, Inc. - Common Stock",AFLAC Incorporated Common Stock,
AAL,AGL,0.02457956268318094,16:30:00,0.24286656058368059,0.21828699790049966,-0.01832463227502241,1,"American Airlines Group, Inc. - Common Stock","agilon health, inc. Common Stock",
AAL,AHL,-0.055450831530563044,20:30:00,0.29214488362183233,0.3475957151523954,0.16283034121216178,1,"American Airlines Group, Inc. - Common Stock",Aspen Insurance Holdings Limited Class A Ordinary Shares,
AAL,AL,0.05581593459143059,20:30:00,0.20203135990426022,0.14621542531282963,0.0798480647573839,1,"American Airlines Group, Inc. - Common Stock",Air Lease Corporation Class A Common Stock,
AAL,ALL,0.04177504991694131,16:00:00,0.4478996959657545,0.4061246460488132,0.19808366820627468,1,"American Airlines Group, Inc. - Common Stock",Allstate Corporation (The) Common Stock,
AAL,ARL,0.34550156733793536,N/A,0.0,,,1,"American Airlines Group, Inc. - Common Stock","American Realty Investors, Inc. Common Stock",0.34550156733793536
AAL,AVAL,0.13524908394085067,17:30:00,0.385975040665346,0.2507259567244953,0.257443635442714,1,"American Airlines Group, Inc. - Common Stock",Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),
AAL,AXL,0.055068292101992135,16:30:00,0.3149762641563366,0.25990797205434446,0.14742781820570225,1,"American Airlines Group, Inc. - Common Stock","American Axle & Manufacturing Holdings, Inc. Common Stock",
AAL,CAL,0.1991574775399851,18:30:00,0.5384751904825702,0.33931771294258506,0.32201820058206687,1,"American Airlines Group, Inc. - Common Stock","Caleres, Inc. Common Stock",
AAL,DAL,0.5999003091530214,15:00:00,0.6339359052113701,0.034035596058348716,0.6911017057603028,1,"American Airlines Group, Inc. - Common Stock","Delta Air Lines, Inc. Common Stock",
AAL,GAL,-0.04526740348131878,N/A,0.0,,,1,"American Airlines Group, Inc. - Common Stock",State Street Global Allocation ETF,0.20282875074967757
AAL,HAL,0.1448256274337224,14:30:00,0.4242210453203943,0.2793954178866719,0.21543850274405738,1,"American Airlines Group, Inc. - Common Stock",Halliburton Company Common Stock,
